Date,CPIAUCSL,DEXUSEU,EXUSEU,RSAFS,USSLIND,Market Value,Estimate,Sigma,Recommended Percent Stock
2000-06-01,172.2,0.9504772727272728,0.9505,273422.0,1.18,41.583149,30.783511087903157,-2.228898979368378,-0.7010041605546944
2000-06-08,172.31666666666666,0.9477094090909092,0.9477233333333334,273237.2,1.1123333333333334,40.832027,30.867345763297244,-2.0565752314102985,-0.6025698653726439
2000-06-15,172.4333333333333,0.9449415454545455,0.9449466666666667,273052.4,1.0446666666666666,40.091328,30.95118043869039,-1.8864026494684458,-0.5053643532987602
2000-06-22,172.54999999999998,0.9421736818181818,0.94217,272867.6,0.977,39.402802,31.03501511408354,-1.7269978680211198,-0.4143095944721741
2000-06-29,172.66666666666666,0.9394058181818181,0.9393933333333333,272682.8,0.9093333333333333,39.115768,31.118849789476684,-1.650455596993907,-0.3705873299005491
2000-07-06,172.7,0.9331132819074334,0.9331,272676.4516129032,0.8964516129032258,40.128914,31.263114104526053,-1.8297810073957745,-0.4730210953583074
2000-07-13,172.7,0.92541087657784,0.9254,272741.48387096776,0.905483870967742,40.880955,31.431550275437186,-1.95022913894411,-0.5418231442659223
2000-07-20,172.7,0.9177084712482468,0.9177,272806.51612903224,0.9145161290322581,40.160244,31.59998644634738,-1.7667212067448137,-0.4370002502632486
2000-07-27,172.7,0.9100060659186535,0.9099999999999999,272871.5483870968,0.9235483870967742,39.251545,31.76842261725942,-1.5444150977225448,-0.3100151688942293
2000-08-03,172.75806451612902,0.9022443899018232,0.902241935483871,273216.70967741933,0.9319354838709678,41.048058,32.074633331875475,-1.8519933026475366,-0.48570914127995657
2000-08-10,172.96129032258062,0.8943345371669004,0.8943387096774194,274262.1935483871,0.9387096774193548,41.497189,32.72528040575621,-1.8104031146194752,-0.4619521089873031
2000-08-17,173.16451612903225,0.8864246844319775,0.8864354838709677,275307.67741935485,0.9454838709677419,41.852318,33.37592747963603,-1.7494121870886683,-0.4271130398796896
2000-08-24,173.36774193548388,0.8785148316970547,0.8785322580645162,276353.1612903226,0.952258064516129,41.925423,34.02657455351631,-1.6302153260927887,-0.35902573827981665
2000-08-31,173.57096774193548,0.8706049789621318,0.8706290322580645,277398.6451612903,0.9590322580645161,42.384998,34.67722162739611,-1.5907806381964993,-0.3364999648168365
2000-09-07,173.66,0.866087619047619,0.8661000000000001,277423.8,0.984,42.614777,34.573215003502625,-1.6596694696998842,-0.37585045280993845
2000-09-14,173.73,0.8621356746031746,0.8621333333333334,277278.9,1.012,42.113434,34.34343276331192,-1.603623007281228,-0.3438357474022441
2000-09-21,173.8,0.8581837301587302,0.8581666666666667,277134.0,1.04,41.27784,34.11365052312257,-1.4785916660342362,-0.2724156901138659
2000-09-28,173.87,0.8542317857142857,0.8542000000000001,276989.1,1.068,42.308086,33.88386828293186,-1.7386444271912203,-0.420962309822143
2000-10-05,173.93870967741935,0.8528754224270353,0.8528483870967742,276811.12903225806,1.0516129032258066,41.564194,33.84278464008789,-1.5935943021123036,-0.33810717814473334
2000-10-12,174.00645161290322,0.8534657450076805,0.853458064516129,276608.3548387097,1.0019354838709678,40.296413,33.94322494525332,-1.3112119578656176,-0.17680551568008274
2000-10-19,174.0741935483871,0.8540560675883256,0.8540677419354838,276405.5806451613,0.952258064516129,40.987923,34.04366525041827,-1.433200736589184,-0.24648760881036025
2000-10-26,174.14193548387095,0.8546463901689708,0.8546774193548387,276202.8064516129,0.9025806451612903,41.197487,34.14410555558371,-1.4557223890761835,-0.2593523649171747
2000-11-02,174.2133333333333,0.8565909682539683,0.8566366666666666,276021.06666666665,0.8543333333333333,42.727184,34.200719097596476,-1.7597468612628333,-0.4330163839069885
2000-11-09,174.30666666666664,0.8666610793650794,0.8666933333333333,275965.5333333333,0.8146666666666667,42.077591,33.99437206069565,-1.6682668984342373,-0.38076145229707714
2000-11-16,174.39999999999998,0.8767311904761905,0.8767499999999999,275910.0,0.7749999999999999,41.543224,33.78802502379393,-1.6005680212206552,-0.34209068670558007
2000-11-23,174.49333333333334,0.8868013015873016,0.8868066666666666,275854.4666666667,0.7353333333333333,40.90411,33.58167798689308,-1.5112507820495542,-0.29107114012774726
2000-11-30,174.58666666666667,0.8968714126984128,0.8968633333333333,275798.93333333335,0.6956666666666667,40.925045,33.375330949991806,-1.5581587158341266,-0.31786576045862536
2000-12-07,174.79354838709676,0.9059108294930877,0.9059064516129032,276379.96774193546,0.7093548387096774,41.574654,33.36948918791447,-1.6934348747675667,-0.3951378341996602
2000-12-14,175.01935483870966,0.9147784639016897,0.9147806451612903,277067.0967741936,0.7319354838709677,40.820278,33.39706497164179,-1.5320506184757077,-0.3029523652216236
2000-12-21,175.24516129032259,0.9236460983102919,0.9236548387096775,277754.22580645164,0.7545161290322581,41.689133,33.42464075536727,-1.7056792532300025,-0.4021320342340359
2000-12-28,175.47096774193548,0.932513732718894,0.9325290322580645,278441.3548387097,0.7770967741935484,42.721367,33.45221653909275,-1.9130271005462611,-0.520572698680682
2001-01-04,175.63870967741934,0.9359299943406905,0.9359451612903226,278828.0967741936,0.7619354838709678,42.942535,33.560448129792164,-1.9363356456542087,-0.5338869414162681
2001-01-11,175.7290322580645,0.9320777589134126,0.9320838709677419,278814.32258064515,0.6964516129032259,43.321732,33.77622079645408,-1.9700642144030915,-0.5531532812657431
2001-01-18,175.81935483870967,0.9282255234861346,0.9282225806451613,278800.5483870968,0.6309677419354839,43.648262,33.99199346311694,-1.9929230277486956,-0.566210629466642
2001-01-25,175.90967741935484,0.9243732880588568,0.9243612903225806,278786.77419354836,0.5654838709677419,43.858898,34.2077661297798,-1.9918628893278165,-0.5656050601270057
2001-02-01,176.0,0.9205210526315789,0.9205,278773.0,0.5,44.261684,34.42353879644175,-2.0304599081536567,-0.5876523425780242
2001-02-08,176.025,0.9174623803827751,0.91745,278192.25,0.4525,43.850491,34.34151039764094,-1.9625247931406538,-0.5488466338834614
2001-02-15,176.05,0.9144037081339713,0.9144,277611.5,0.405,43.304451,34.25948199884104,-1.8667590838874273,-0.494143610042292
2001-02-22,176.075,0.9113450358851675,0.91135,277030.75,0.35750000000000004,41.531559,34.177453600041176,-1.5177877400662914,-0.2948051632246027
2001-03-01,176.1,0.9082863636363636,0.9083,276450.0,0.31,42.030399,34.09542520124128,-1.637671109469096,-0.36328461025987246
2001-03-08,176.16774193548386,0.9047260019550342,0.9047322580645161,277434.06451612903,0.27161290322580645,42.542717,34.82144757286794,-1.5935654218819515,-0.33809068125934705
2001-03-15,176.23548387096776,0.9011656402737048,0.9011645161290323,278418.12903225806,0.2332258064516129,39.664299,35.54746994449548,-0.8496577528557627,0.08684220204196286
2001-03-22,176.30322580645162,0.8976052785923754,0.8975967741935483,279402.1935483871,0.19483870967741934,39.35775,36.27349231612123,-0.636549008370572,0.2085735902522196
2001-03-29,176.3709677419355,0.8940449169110459,0.8940290322580645,280386.2580645161,0.15645161290322582,40.121368,36.9995146877488,-0.644308236817865,0.2041413852171272
2001-04-05,176.52,0.8902249927849928,0.8902066666666666,280899.73333333334,0.16933333333333334,38.959042,37.22208561200708,-0.358484270668767,0.36740896143575125
2001-04-12,176.73000000000002,0.8862103968253968,0.8861933333333333,281060.26666666666,0.22066666666666668,40.803925,37.067067950739556,-0.7712366776494056,0.13163767194570575
2001-04-19,176.94,0.8821958008658008,0.88218,281220.8,0.272,42.236588,36.91205028947156,-1.0989124603253513,-0.05553638327377486
2001-04-26,177.15,0.8781812049062049,0.8781666666666667,281381.3333333333,0.32333333333333336,43.081314,36.75703262820449,-1.3052460100578094,-0.17339766345708352
2001-05-03,177.32580645161292,0.8738712819438625,0.8738612903225806,281425.3548387097,0.3690322580645161,43.013744,36.59777053523503,-1.324170016038313,-0.1842073818666723
2001-05-10,177.41612903225806,0.8688230414746544,0.8688258064516129,281178.0967741936,0.40064516129032257,42.446075,36.42789736301206,-1.2420703454987965,-0.13731063490059658
2001-05-17,177.50645161290322,0.8637748010054461,0.8637903225806451,280930.8387096774,0.432258064516129,44.128792,36.258024190787665,-1.6244198629241544,-0.35571526982136126
2001-05-24,177.59677419354838,0.858726560536238,0.8587548387096774,280683.5806451613,0.4638709677419355,43.42598,36.0881510185647,-1.5144285077540467,-0.29288631182468416
2001-05-31,177.68709677419355,0.8536783200670297,0.8537193548387096,280436.32258064515,0.49548387096774194,43.250259,35.91827784634125,-1.5132215953122814,-0.2921969026343705
2001-06-07,177.64,0.8546628571428572,0.8547,280221.6,0.442,43.148903,35.98799057219206,-1.477915327495317,-0.27202935388237226
2001-06-14,177.57,0.8566528571428571,0.8566833333333334,280012.3,0.3743333333333333,41.371586,36.09763428105528,-1.0884721968712414,-0.049572724829726744
2001-06-21,177.5,0.8586428571428572,0.8586666666666667,279803.0,0.30666666666666664,41.709087,36.207277989918495,-1.1354988553379606,-0.07643516274550721
2001-06-28,177.43,0.8606328571428572,0.86065,279593.7,0.239,41.926117,36.31692169878123,-1.1576619312357097,-0.08909509372374902
2001-07-05,177.4,0.8666314566219194,0.8666483870967743,279750.32258064515,0.22419354838709676,40.89526,36.36706921398544,-0.9345572419634515,0.0383461504492103
2001-07-12,177.4,0.8756365057102785,0.875658064516129,280181.3870967742,0.24903225806451612,41.471722,36.37259458394317,-1.0523908288247128,-0.028962425466181108
2001-07-19,177.4,0.8846415547986376,0.8846677419354839,280612.4516129032,0.2738709677419355,41.017323,36.37811995390178,-0.9574686687364435,0.025258748551688526
2001-07-26,177.4,0.8936466038869966,0.8936774193548387,281043.51612903224,0.29870967741935484,41.119061,36.383645323860854,-0.9773256523359003,0.01391609724439713
2001-08-02,177.4225806451613,0.9016903537478573,0.9017225806451613,281241.0967741936,0.3096774193548387,41.342861,36.2916158378622,-1.0425085802013168,-0.023317514711951204
2001-08-09,177.58064516129033,0.9039663082437276,0.9039806451612903,280037.77419354836,0.23741935483870968,40.501896,35.6142572161279,-1.0087424398452494,-0.0040297133128298634
2001-08-16,177.73870967741937,0.906242262739598,0.9062387096774194,278834.4516129032,0.16516129032258065,39.477821,34.93689859439272,-0.9371848757921857,0.036845200713652715
2001-08-23,177.8967741935484,0.9085182172354682,0.9084967741935484,277631.12903225806,0.0929032258064516,40.189922,34.25953997265939,-1.223950520896458,-0.12696027875590865
2001-08-30,178.05483870967743,0.9107941717313386,0.9107548387096774,276427.8064516129,0.020645161290322567,38.67754,33.58218135092421,-1.0516130063693778,-0.02851811987235031
2001-09-06,178.01666666666665,0.9103703703703703,0.9103333333333333,279160.0,0.0,36.826069,35.33896183444239,-0.3069187754720935,0.3968640611277144
2001-09-13,177.9,0.9088666666666666,0.90884,283466.4,0.0,36.948135,38.069397960061934,0.23141348697313624,0.7043687286819829
2001-09-20,177.78333333333333,0.9073629629629629,0.9073466666666666,287772.8,0.0,32.655159,40.799834085681454,1.680950614596834,1.53236932168535
2001-09-27,177.66666666666666,0.9058592592592593,0.9058533333333334,292079.2,0.0,35.028843,43.530270211301,1.7545794209654462,1.574427365024525
2001-10-04,177.59032258064516,0.9033800000000001,0.903383870967742,293821.06451612903,0.0,35.652782,44.71720227127051,1.8707735625627244,1.6407994615459738
2001-10-11,177.56774193548387,0.8996000000000001,0.8996129032258064,292143.5483870968,0.0,36.560047,43.84612891037153,1.5037486132225701,1.431148484065409
2001-10-18,177.54516129032257,0.8958200000000001,0.8958419354838709,290466.03225806454,0.0,35.612827,42.97505554947253,1.5194642480944043,1.4401255255949592
2001-10-25,177.5225806451613,0.89204,0.8920709677419355,288788.51612903224,0.0,36.546425,42.103982188573525,1.147004524245928,1.2273701112359081
2001-11-01,177.5,0.88826,0.8883,287111.0,0.0,35.844528,41.23290882767543,1.1120888149223178,1.2074256562273797
2001-11-08,177.47666666666666,0.888939,0.8889766666666666,286316.26666666666,0.0,36.962124,40.74916684828531,0.7815943467801472,1.0186415192838452
2001-11-15,177.45333333333335,0.889618,0.8896533333333333,285521.5333333333,0.0,37.405056,40.26542486889426,0.590341389626982,0.9093945335263489
2001-11-22,177.43,0.890297,0.89033,284726.8,0.0,37.779861,39.78168288950232,0.41314892246444773,0.8081791420124893
2001-11-29,177.40666666666667,0.890976,0.8910066666666666,283932.06666666665,0.0,37.152916,39.29794091011129,0.44270408617232376,0.8250615609654627
2001-12-06,177.44838709677418,0.8898783717357911,0.8899096774193548,283673.22580645164,0.07580645161290323,38.113777,38.850796756710224,0.1521108945389447,0.6590697209429682
2001-12-13,177.51612903225805,0.8880700921658986,0.8881032258064516,283628.7419354839,0.18193548387096772,36.641827,38.41829173370311,0.36663825806600514,0.7816114488027099
2001-12-20,177.58387096774194,0.8862618125960062,0.8862967741935484,283584.2580645161,0.2880645161290322,37.064327,37.98578671069511,0.19017680272380927,0.6808136238410952
2001-12-27,177.6516129032258,0.8844535330261137,0.8844903225806452,283539.77419354836,0.39419354838709675,38.041897,37.55328168768893,-0.1008435819588001,0.514577763785344
2002-01-03,177.71935483870968,0.8823575713477242,0.8823935483870967,283607.7419354839,0.4816129032258064,38.712181,37.25291197702043,-0.30117335992346617,0.4001459415229499
2002-01-10,177.78709677419354,0.8795424043980921,0.8795709677419354,283956.8387096774,0.522258064516129,37.549446,37.282880547196164,-0.05501549871628864,0.5407555548731884
2002-01-17,177.8548387096774,0.8767272374484599,0.8767483870967742,284305.93548387097,0.5629032258064516,36.886009,37.31284911737235,0.08809401849473594,0.6225021778861557
2002-01-24,177.92258064516128,0.8739120704988278,0.8739258064516129,284655.03225806454,0.6035483870967742,37.200626,37.34281768754811,0.029346438263051146,0.5889445474244297
2002-01-31,177.99032258064517,0.8710969035491956,0.8711032258064516,285004.12903225806,0.6441935483870967,36.530346,37.372786257724755,0.17386825798282363,0.6714979019742845
2002-02-07,178.10714285714286,0.8719683136412459,0.8719642857142857,284884.28571428574,0.6071428571428572,35.689068,37.299172633489,0.33230378680012096,0.7619990069915683
2002-02-14,178.23214285714286,0.8734541532402434,0.8734392857142858,284686.28571428574,0.5571428571428572,35.901112,37.20829531018526,0.2697849288683796,0.7262871577019698
2002-02-21,178.35714285714286,0.874939992839241,0.8749142857142858,284488.28571428574,0.5071428571428571,35.490719,37.117417986881506,0.3357286365627602,0.7639553402102017
2002-02-28,178.48214285714286,0.8764258324382385,0.8763892857142858,284290.28571428574,0.4571428571428572,37.104877,37.02654066357776,-0.016167558738558387,0.5629461678113002
2002-03-07,178.65483870967742,0.8784491970395196,0.8784193548387097,285146.70967741933,0.46741935483870967,38.554874,37.37440216783452,-0.24363339616595517,0.43301376063891506
2002-03-14,178.83548387096775,0.8805621491411814,0.880541935483871,286178.87096774194,0.487741935483871,38.561703,37.795386810018826,-0.1581572815334209,0.48183919067076675
2002-03-21,179.01612903225808,0.8826751012428432,0.8826645161290323,287211.03225806454,0.5080645161290323,38.116482,38.216371452202225,0.020615829889428377,0.5839574734317196
2002-03-28,179.1967741935484,0.8847880533445049,0.8847870967741935,288243.1935483871,0.5283870967741936,38.370323,38.63735609438694,0.055112013604636356,0.6036622881813561
2002-04-04,179.32000000000002,0.8890918181818183,0.8891,288444.8,0.554,37.780315,38.534324944421975,0.15561743914333134,0.6610727196633837
2002-04-11,179.36666666666667,0.8963166666666667,0.8963333333333333,287539.0,0.5866666666666667,37.272648,37.73260607159268,0.09492911564903769,0.6264065031974193
2002-04-18,179.41333333333333,0.9035415151515152,0.9035666666666667,286633.2,0.6193333333333334,37.993015,36.93088719876429,-0.21920879120227926,0.4469655160016426
2002-04-25,179.46,0.9107663636363637,0.9108,285727.4,0.652,36.291618,36.12916832593408,-0.0335274122772834,0.553029920237787
2002-05-02,179.5032258064516,0.9182228299120234,0.9182612903225806,285029.0967741936,0.6887096774193548,36.751255,35.41690135859897,-0.2753925171976234,0.41487240327292857
2002-05-09,179.5258064516129,0.9270690029325513,0.9270903225806452,285575.77419354836,0.7496774193548388,35.934864,35.24134582422708,-0.14313275748089818,0.49042145778763335
2002-05-16,179.54838709677418,0.9359151759530792,0.9359193548387097,286122.4516129032,0.8106451612903226,37.471607,35.06579028985616,-0.4965279811631991,0.28855601453872814
2002-05-23,179.57096774193548,0.944761348973607,0.9447483870967741,286669.12903225806,0.8716129032258064,37.032532,34.89023475548431,-0.4421411329407824,0.3196227197107226
2002-05-30,179.59354838709677,0.9536075219941349,0.9535774193548386,287215.8064516129,0.9325806451612904,36.469986,34.714679221112476,-0.3622715427855644,0.36524560632134023
2002-06-06,179.66666666666666,0.9623670454545454,0.9623333333333333,287874.1666666667,0.975,35.104759,34.70692058062024,-0.08210846086939838,0.5252795878893222
2002-06-13,179.76,0.971091909090909,0.97106,288577.2,1.01,34.281521,34.766280697679655,0.10004783532481654,0.6293304041077126
2002-06-20,179.85333333333332,0.9798167727272727,0.9797866666666667,289280.23333333334,1.045,34.164898,34.825640814738165,0.13636836691952947,0.6500773178124487
2002-06-27,179.94666666666666,0.9885416363636363,0.9885133333333334,289983.26666666666,1.08,34.164406,34.88500093179667,0.1487210331580252,0.6571333736910686
2002-07-04,180.0483870967742,0.9920303519061583,0.9920096774193549,290604.1935483871,1.078709677419355,33.985325,35.15891627438679,0.24221334224051416,0.710537792168062
2002-07-11,180.16129032258064,0.9885375366568915,0.9885322580645162,291115.6451612903,1.0290322580645161,31.595171,35.71890525102089,0.8510828916765325,1.0583345739043024
2002-07-18,180.2741935483871,0.9850447214076247,0.9850548387096775,291627.0967741936,0.9793548387096774,28.929541,36.2788942276532,1.5168069560726043,1.4386076345883034
2002-07-25,180.38709677419354,0.9815519061583577,0.9815774193548387,292138.5483870968,0.9296774193548387,28.44738,36.83888320428636,1.7318925948850488,1.5614682589140605
2002-08-01,180.5,0.9780590909090909,0.9781,292650.0,0.88,28.833117,37.398872180919554,1.7678558425450095,1.5820110858767549
2002-08-08,180.56774193548387,0.9786396187683285,0.9786645161290323,291692.5806451613,0.8890322580645161,30.382904,36.661261751037664,1.2957679967883642,1.3123463709915355
2002-08-15,180.63548387096776,0.979220146627566,0.9792290322580645,290735.1612903226,0.8980645161290323,30.98905,35.92365132115584,1.0184348714130733,1.1539289093797271
