Date,IPMAN,M1SL,M1V,REVOLSL,TTLCONS,UMCSENT,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2015-12-03,101.15,3095.12,5.98,908.12,1123776.48,92.56,4.99,83.1287,87.87,1.3710,1.1932
2015-12-10,101.28,3097.29,5.96,908.84,1129507.68,92.43,4.97,82.8958,87.56,1.3506,1.1861
2015-12-17,101.41,3099.45,5.93,909.56,1135238.87,92.29,4.95,82.6629,87.26,1.3303,1.1789
2015-12-24,101.54,3101.62,5.91,910.28,1140970.06,92.15,4.93,83.9472,86.96,0.8710,1.0038
2015-12-31,101.67,3103.79,5.88,910.99,1146701.26,92.02,4.90,83.0281,86.65,1.0492,1.0747
2016-01-07,101.62,3109.48,5.88,911.48,1149485.68,91.94,4.90,79.1923,86.80,2.2023,1.4419
2016-01-14,101.53,3115.76,5.88,911.93,1151778.97,91.87,4.90,78.1419,87.03,2.5713,1.5284
2016-01-21,101.44,3122.04,5.88,912.38,1154072.26,91.81,4.90,75.7597,87.25,3.3257,1.6694
2016-01-28,101.36,3128.31,5.88,912.83,1156365.55,91.74,4.90,77.0071,87.48,3.0300,1.6192
2016-02-04,101.28,3134.52,5.88,914.19,1160369.28,91.63,4.91,78.4701,87.62,2.6486,1.5449
2016-02-11,101.23,3140.62,5.88,916.77,1166653.59,91.46,4.93,75.0001,87.66,3.6636,1.7201
2016-02-18,101.18,3146.73,5.88,919.35,1172937.90,91.29,4.96,79.0328,87.70,2.5079,1.5145
2016-02-25,101.13,3152.84,5.88,921.93,1179222.21,91.12,4.98,80.1114,87.74,2.2069,1.4431
2016-03-03,101.07,3160.34,5.87,924.00,1182927.32,90.87,5.00,82.3716,87.81,1.5745,1.2617
2016-03-10,100.99,3171.31,5.85,924.78,1180184.45,90.42,5.00,82.456,87.98,1.5981,1.2693
2016-03-17,100.91,3182.28,5.82,925.57,1177441.58,89.97,5.00,84.538,88.15,1.0437,1.0726
2016-03-24,100.83,3193.26,5.80,926.36,1174698.71,89.52,5.00,84.107,88.31,1.2164,1.1378
2016-03-31,100.75,3204.23,5.77,927.15,1171955.84,89.06,5.00,84.8524,88.48,1.0488,1.0745
2016-04-07,100.71,3212.88,5.77,928.03,1172965.60,90.14,4.94,83.7107,89.16,1.5775,1.2626
2016-04-14,100.68,3221.14,5.77,928.92,1174600.80,91.47,4.87,86.013,89.94,1.1350,1.1075
2016-04-21,100.65,3229.40,5.77,929.82,1176236.00,92.80,4.80,86.7772,90.71,1.1374,1.1084
2016-04-28,100.63,3237.66,5.77,930.71,1177871.20,94.13,4.73,87.2018,91.48,1.2382,1.1458
2016-05-05,100.65,3242.04,5.77,932.05,1180710.58,94.55,4.73,85.5695,91.73,1.7814,1.3261
2016-05-12,100.72,3243.51,5.77,933.72,1184453.10,94.27,4.77,86.0884,91.58,1.5878,1.2659
2016-05-19,100.79,3244.97,5.77,935.39,1188195.61,94.00,4.82,85.1449,91.43,1.8173,1.3367
2016-05-26,100.85,3246.44,5.77,937.05,1191938.13,93.73,4.86,87.098,91.28,1.2087,1.1350
2016-06-02,100.92,3247.55,5.77,938.63,1195047.50,93.38,4.90,87.8057,91.09,0.9498,1.0356
2016-06-09,100.96,3246.53,5.75,939.63,1194358.00,92.57,4.90,88.4473,90.68,0.6458,0.9095
2016-06-16,100.99,3245.50,5.74,940.63,1193668.50,91.75,4.90,86.8621,90.27,0.9860,1.0500
2016-06-23,101.03,3244.47,5.72,941.63,1192979.00,90.93,4.90,88.8356,89.86,0.2967,0.7551
2016-06-30,101.07,3243.45,5.71,942.63,1192289.50,90.12,4.90,88.1618,89.45,0.3733,0.7897
2016-07-07,101.01,3257.64,5.70,943.84,1192563.39,89.96,4.90,87.6494,90.09,0.7064,0.9354
2016-07-14,100.94,3274.37,5.70,945.08,1192997.84,89.92,4.90,90.7811,90.90,0.0358,0.6359
2016-07-21,100.87,3291.11,5.70,946.32,1193432.29,89.87,4.90,90.5343,91.72,0.3427,0.7759
2016-07-28,100.80,3307.84,5.70,947.57,1193866.74,89.83,4.90,90.4299,92.53,0.6083,0.8934
2016-08-04,100.78,3318.56,5.70,948.65,1195110.42,89.94,4.91,89.9365,93.05,0.9004,1.0158
2016-08-11,100.85,3321.27,5.70,949.53,1197433.06,90.25,4.93,91.0942,93.17,0.6001,0.8898
2016-08-18,100.91,3323.98,5.70,950.40,1199755.71,90.57,4.95,91.5592,93.29,0.5001,0.8461
2016-08-25,100.98,3326.69,5.70,951.28,1202078.35,90.88,4.98,90.9139,93.41,0.7214,0.9417
2016-09-01,101.04,3329.40,5.70,952.15,1204401.00,91.20,5.00,90.9424,93.53,0.7477,0.9528
2016-09-08,101.10,3331.06,5.70,952.78,1205620.63,90.27,4.98,91.6826,93.38,0.4898,0.8416
2016-09-15,101.15,3332.71,5.69,953.41,1206840.27,89.33,4.95,89.6802,93.22,1.0254,1.0655
2016-09-22,101.21,3334.37,5.69,954.04,1208059.90,88.40,4.93,90.7621,93.07,0.6687,0.9194
2016-09-29,101.26,3336.03,5.68,954.67,1209279.53,87.47,4.91,89.8538,92.92,0.8878,1.0107
2016-10-06,101.28,3338.56,5.68,956.90,1213795.26,88.26,4.85,90.589,93.17,0.7468,0.9525
2016-10-13,101.30,3341.45,5.68,959.77,1219629.42,89.75,4.78,89.3477,93.58,1.2239,1.1406
2016-10-20,101.31,3344.35,5.68,962.64,1225463.58,91.25,4.72,89.7774,93.99,1.2175,1.1383
2016-10-27,101.33,3347.24,5.68,965.50,1231297.74,92.74,4.65,89.6055,94.39,1.3852,1.1982
2016-11-03,101.36,3348.79,5.68,967.68,1235409.80,94.09,4.61,88.0968,94.71,1.9137,1.3646
2016-11-10,101.44,3346.99,5.68,968.11,1235216.60,95.12,4.63,92.7088,94.81,0.6065,0.8926
2016-11-17,101.53,3345.19,5.68,968.55,1235023.40,96.15,4.65,93.6446,94.90,0.3629,0.7850
2016-11-24,101.61,3343.40,5.68,968.99,1234830.20,97.17,4.68,94.6568,94.99,0.0971,0.6640
2016-12-01,101.70,3341.60,5.68,969.42,1234637.00,98.20,4.70,95.2106,95.09,-0.0360,0.6029
2016-12-08,101.77,3354.27,5.66,969.95,1233843.74,98.27,4.72,97.6933,95.57,-0.6136,0.3431
2016-12-15,101.85,3366.94,5.65,970.48,1233050.48,98.34,4.75,98.1134,96.06,-0.5945,0.3514
2016-12-22,101.93,3379.60,5.64,971.01,1232257.23,98.40,4.77,98.1514,96.54,-0.4648,0.4083
2016-12-29,102.00,3392.27,5.62,971.53,1231463.97,98.47,4.79,97.5365,97.03,-0.1463,0.5523
2017-01-05,102.05,3397.09,5.62,972.46,1232505.42,98.22,4.79,98.3915,97.14,-0.3622,0.4541
2017-01-12,102.08,3396.03,5.62,973.69,1234922.90,97.72,4.76,98.0169,96.96,-0.3044,0.4802
2017-01-19,102.11,3394.97,5.62,974.92,1237340.39,97.22,4.74,97.3828,96.79,-0.1715,0.5407
2017-01-26,102.14,3393.91,5.62,976.15,1239757.87,96.73,4.72,98.843,96.62,-0.6445,0.3298
2017-02-02,102.15,3394.81,5.62,977.32,1242366.50,96.32,4.69,97.8151,96.56,-0.3632,0.4537
2017-02-09,102.04,3407.51,5.62,978.11,1246122.00,96.47,4.64,99.0352,97.22,-0.5262,0.3812
2017-02-16,101.94,3420.21,5.62,978.90,1249877.50,96.62,4.59,100.9373,97.87,-0.8865,0.2287
2017-02-23,101.83,3432.91,5.62,979.69,1253633.00,96.77,4.54,101.8115,98.53,-0.9494,0.2033
2017-03-02,101.78,3443.79,5.62,980.40,1256380.97,96.90,4.50,102.5512,99.10,-0.9993,0.1836
2017-03-09,102.04,3443.72,5.60,980.66,1253083.74,96.93,4.47,101.4561,99.13,-0.6738,0.3173
2017-03-16,102.31,3443.65,5.59,980.92,1249786.52,96.95,4.45,101.9364,99.16,-0.8040,0.2625
2017-03-23,102.58,3443.59,5.57,981.18,1246489.29,96.97,4.43,99.8325,99.19,-0.1865,0.5338
2017-03-30,102.85,3443.52,5.56,981.44,1243192.06,96.99,4.41,100.891,99.22,-0.4840,0.3998
2017-04-06,102.86,3453.40,5.56,982.64,1244141.00,97.02,4.38,100.2825,99.70,-0.1697,0.5415
2017-04-13,102.76,3467.26,5.56,984.23,1246788.40,97.04,4.36,98.882,100.35,0.4255,0.8130
2017-04-20,102.66,3481.12,5.56,985.82,1249435.80,97.06,4.34,99.7802,101.01,0.3557,0.7817
2017-04-27,102.57,3494.98,5.56,987.41,1252083.20,97.09,4.31,100.8137,101.67,0.2467,0.7324
2017-05-04,102.53,3503.00,5.56,988.62,1252406.26,96.90,4.30,100.408,102.03,0.4704,0.8330
2017-05-11,102.56,3503.22,5.56,989.33,1249630.19,96.42,4.30,100.3791,102.02,0.4734,0.8343
2017-05-18,102.59,3503.45,5.56,990.04,1246854.13,95.95,4.30,98.7275,102.00,0.9459,1.0340
2017-05-25,102.63,3503.67,5.56,990.75,1244078.06,95.47,4.30,100.4274,101.98,0.4487,0.8234
2017-06-01,102.66,3503.90,5.56,991.46,1241302.00,95.00,4.30,101.0262,101.96,0.2701,0.7431
2017-06-08,102.61,3510.13,5.55,991.89,1241652.93,94.63,4.30,100.9682,102.04,0.3094,0.7608
2017-06-15,102.55,3516.36,5.54,992.33,1242003.87,94.25,4.30,102.2141,102.12,-0.0286,0.6063
2017-06-22,102.49,3522.59,5.53,992.77,1242354.80,93.88,4.30,101.4415,102.19,0.2174,0.7191
2017-06-29,102.44,3528.82,5.52,993.20,1242705.73,93.51,4.30,101.8109,102.27,0.1330,0.6805
2017-07-06,102.39,3535.94,5.51,994.13,1241949.23,93.95,4.32,101.6167,102.64,0.2975,0.7555
2017-07-13,102.34,3543.41,5.51,995.26,1240749.74,94.72,4.34,102.4131,103.14,0.2097,0.7156
2017-07-20,102.29,3550.89,5.51,996.39,1239550.26,95.48,4.36,102.9569,103.63,0.1950,0.7089
2017-07-27,102.24,3558.36,5.51,997.51,1238350.77,96.25,4.38,103.2774,104.12,0.2450,0.7316
2017-08-03,102.19,3563.72,5.51,998.65,1237684.26,96.69,4.39,103.3843,104.47,0.3131,0.7625
2017-08-10,102.15,3563.79,5.51,999.81,1238350.16,96.31,4.34,101.9955,104.43,0.7051,0.9349
2017-08-17,102.11,3563.85,5.51,1000.97,1239016.06,95.92,4.30,101.2088,104.40,0.9230,1.0249
2017-08-24,102.07,3563.92,5.51,1002.13,1239681.97,95.54,4.25,101.3836,104.37,0.8626,1.0004
2017-08-31,102.03,3563.99,5.51,1003.30,1240347.87,95.15,4.21,102.0731,104.33,0.6533,0.9128
2017-09-07,102.30,3569.52,5.51,1004.96,1241860.60,96.22,4.18,101.5293,104.91,0.9794,1.0474
2017-09-14,102.61,3575.96,5.51,1006.70,1243514.47,97.53,4.16,103.6659,105.60,0.5597,0.8723
2017-09-21,102.93,3582.40,5.51,1008.45,1245168.33,98.83,4.13,104.5303,106.29,0.5081,0.8497
2017-09-28,103.24,3588.84,5.51,1010.19,1246822.20,100.14,4.11,105.2177,106.97,0.5078,0.8495
2017-10-05,103.42,3593.52,5.51,1012.54,1248791.39,100.42,4.10,106.9473,107.27,0.0942,0.6627
2017-10-12,103.49,3596.89,5.51,1015.34,1250997.06,99.92,4.10,106.3121,107.28,0.2810,0.7480
2017-10-19,103.57,3600.25,5.51,1018.14,1253202.74,99.42,4.10,106.8105,107.29,0.1399,0.6837
2017-10-26,103.64,3603.62,5.51,1020.94,1255408.42,98.93,4.10,107.2013,107.30,0.0300,0.6332
2017-11-02,103.71,3606.24,5.51,1023.51,1257810.33,98.41,4.10,107.0157,107.27,0.0732,0.6531
2017-11-09,103.71,3604.42,5.51,1024.73,1261389.67,97.81,4.10,106.5369,106.95,0.1203,0.6746
2017-11-16,103.71,3602.60,5.51,1025.95,1264969.00,97.20,4.10,106.6639,106.64,-0.0080,0.6157
2017-11-23,103.71,3600.78,5.51,1027.16,1268548.33,96.59,4.10,107.0645,106.32,-0.2154,0.5207
2017-11-30,103.71,3598.96,5.51,1028.38,1272127.67,95.99,4.10,110.2304,106.00,-1.2228,0.0986
2017-12-07,103.61,3608.09,5.51,1028.70,1273339.84,95.86,4.10,110.1327,106.37,-1.0891,0.1487
2017-12-14,103.48,3619.04,5.51,1028.88,1274157.48,95.82,4.10,110.5724,106.85,-1.0781,0.1530
2017-12-21,103.36,3629.99,5.51,1029.06,1274975.13,95.77,4.10,112.9337,107.32,-1.6230,-0.0384
2017-12-28,103.23,3640.94,5.50,1029.24,1275792.77,95.73,4.10,113.1807,107.80,-1.5563,-0.0169
2018-01-04,103.30,3644.03,5.50,1029.36,1279092.29,96.09,4.10,114.5143,107.97,-1.8928,-0.1199
2018-01-11,103.63,3636.62,5.50,1029.40,1285700.97,96.99,4.10,116.2036,107.73,-2.4507,-0.2628
2018-01-18,103.95,3629.21,5.50,1029.45,1292309.65,97.89,4.10,116.8951,107.49,-2.7199,-0.3209
2018-01-25,104.28,3621.81,5.50,1029.49,1298918.32,98.80,4.10,118.5943,107.26,-3.2807,-0.4233
2018-02-01,104.60,3614.40,5.50,1029.54,1305527.00,99.70,4.10,117.5274,107.02,-3.0411,-0.3824
2018-02-08,104.57,3627.00,5.50,1029.27,1302426.50,100.13,4.10,107.4313,107.82,0.1135,0.6716
2018-02-15,104.53,3639.60,5.50,1029.00,1299326.00,100.55,4.10,112.667,108.63,-1.1676,0.1191
2018-02-22,104.49,3652.20,5.50,1028.73,1296225.50,100.98,4.10,110.958,109.44,-0.4395,0.4195
2018-03-01,104.46,3664.80,5.50,1028.47,1293125.00,101.40,4.10,109.5947,110.25,0.1886,0.7059
2018-03-08,104.58,3663.92,5.52,1028.72,1297994.97,100.81,4.05,111.6297,110.33,-0.3753,0.4483
2018-03-15,104.71,3663.04,5.54,1028.96,1302864.94,100.23,4.01,111.5804,110.42,-0.3361,0.4659
2018-03-22,104.83,3662.16,5.55,1029.21,1307734.90,99.64,3.96,108.0893,110.50,0.6989,0.9322
2018-03-29,104.96,3661.28,5.57,1029.46,1312604.87,99.05,3.92,108.6357,110.59,0.5657,0.8749
2018-04-05,104.87,3659.97,5.58,1030.86,1317023.33,98.69,3.89,109.7187,110.46,0.2135,0.7173
2018-04-12,104.61,3658.33,5.58,1033.14,1321103.17,98.51,3.86,109.7386,110.16,0.1209,0.6750
2018-04-19,104.36,3656.70,5.58,1035.41,1325183.00,98.32,3.84,110.5831,109.86,-0.2102,0.5230
2018-04-26,104.11,3655.07,5.58,1037.69,1329262.83,98.13,3.82,110.0565,109.56,-0.1446,0.5530
2018-05-03,103.98,3654.15,5.58,1039.31,1331212.74,98.01,3.81,107.3342,109.38,0.5907,0.8858
2018-05-10,104.18,3655.03,5.58,1039.31,1327837.84,98.06,3.86,110.6328,109.49,-0.3299,0.4687
2018-05-17,104.37,3655.91,5.58,1039.31,1324462.94,98.10,3.90,111.3183,109.61,-0.4944,0.3952
2018-05-24,104.57,3656.79,5.58,1039.31,1321088.03,98.15,3.95,110.8414,109.73,-0.3227,0.4720
2018-05-31,104.77,3657.67,5.58,1039.31,1317713.13,98.19,3.99,109.4505,109.84,0.1136,0.6716
2018-06-07,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.98,111.8449,109.90,-0.5632,0.3650
2018-06-14,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.96,111.7754,109.94,-0.5301,0.3795
2018-06-21,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.93,110.4241,109.99,-0.1261,0.5615
2018-06-28,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.91,110.08,110.03,-0.0135,0.6132
2018-07-05,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.90,110.7,110.05,-0.1873,0.5335
2018-07-12,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.90,112.29,110.05,-0.6473,0.3286
2018-07-19,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.90,112.64,110.05,-0.7485,0.2856
2018-07-26,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.90,114.17,110.05,-1.1912,0.1103
2018-08-02,104.79,3657.80,5.58,1039.31,1317231.00,98.20,3.90,113.97,110.05,-1.1333,0.1319
