Date,M1SL,M1V,REVOLSL,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2000-06-01,1102.6,9.251,639.1586,4.0,41.583149,40.1245065171483,-0.3888933340622426,0.4476201305543283
2000-06-08,1102.81,9.279233333333332,640.9712266666667,4.0,40.832027,40.52740189051405,-0.08121707399846112,0.5611078461447377
2000-06-15,1103.02,9.307466666666667,642.7838533333334,4.0,40.091328,40.93029726387986,0.22368027672422863,0.6735705490387242
2000-06-22,1103.23,9.3357,644.59648,4.0,39.402802,41.333192637245595,0.5146676171760046,0.7809024846477797
2000-06-29,1103.44,9.363933333333334,646.4091066666667,4.0,39.115768,41.736088010611404,0.6986118923702581,0.8487511239396184
2000-07-06,1102.967741935484,9.372,648.3939193548388,4.016129032258064,40.128914,41.69070270902345,0.4163934790692946,0.7446536449321808
2000-07-13,1102.2225806451613,9.372,650.447606451613,4.038709677419354,40.880955,41.46600513745401,0.1559820869218409,0.6485997797350208
2000-07-20,1101.4774193548387,9.372,652.501293548387,4.061290322580645,40.160244,41.24130756588459,0.2882258122964728,0.6973784482316453
2000-07-27,1100.7322580645161,9.372,654.5549806451612,4.083870967741936,39.251545,41.016609994315154,0.47058961914628483,0.764644124957778
2000-08-03,1100.167741935484,9.372,656.4073774193548,4.087096774193548,41.048058,40.84673905705084,-0.053674286779527534,0.5712671220076904
2000-08-10,1100.0548387096774,9.372,657.7565483870967,4.041935483870968,41.497189,40.81393470554932,-0.18216461107165202,0.5238729116894772
2000-08-17,1099.941935483871,9.372,659.1057193548387,3.996774193548387,41.852318,40.781130354047804,-0.285592761720616,0.4857229922174374
2000-08-24,1099.8290322580647,9.372,660.4548903225807,3.9516129032258065,41.925423,40.748326002546285,-0.31382959240257613,0.47530771542960676
2000-08-31,1099.716129032258,9.372,661.8040612903226,3.9064516129032256,42.384998,40.715521651044746,-0.4451044249129267,0.4268864272449905
2000-09-07,1099.5,9.407399999999999,663.18708,3.9,42.614777,41.261285009094465,-0.3608588253515922,0.4579607800103884
2000-09-14,1099.2666666666667,9.4487,664.57574,3.9,42.113434,41.90347631873608,-0.05597748841036821,0.5704175761520107
2000-09-21,1099.0333333333333,9.49,665.9644000000001,3.9,41.27784,42.54566762837764,0.3380195758813206,0.7157450926998336
2000-09-28,1098.8,9.5313,667.35306,3.9,42.308086,43.18785893801925,0.23455907469193274,0.6775832405914244
2000-10-05,1097.8870967741937,9.549,668.7283935483871,3.9,41.564194,43.35650860269381,0.4778547243237695,0.7673238903382654
2000-10-12,1096.4645161290323,9.549,670.0937322580645,3.9,40.296413,43.170002033643115,0.7661367560290547,0.8736579611476697
2000-10-19,1095.041935483871,9.549,671.4590709677419,3.9,40.987923,42.98349546459241,0.5320459524810436,0.7873125585810893
2000-10-26,1093.6193548387098,9.549,672.8244096774193,3.9,41.197487,42.79698889554173,0.4264483122553762,0.7483624135212636
2000-11-02,1092.2733333333333,9.549,674.28309,3.9,42.727184,42.60893747187946,-0.031526084769024444,0.5794365818486474
2000-11-09,1091.3866666666668,9.549,676.30182,3.9,42.077591,42.41161692054783,0.08905571819839996,0.6239136999652971
2000-11-16,1090.5,9.549,678.3205499999999,3.9,41.543224,42.214296369216186,0.17891674905238794,0.6570593287834072
2000-11-23,1089.6133333333332,9.549,680.3392799999999,3.9,40.90411,42.01697581788456,0.29670471233973356,0.7005059270837011
2000-11-30,1088.7266666666667,9.549,682.3580099999999,3.9,40.925045,41.819655266552914,0.23851490227125577,0.67904236465629
2000-12-07,1090.1677419354837,9.539709677419355,683.4428709677419,3.958064516129032,41.574654,41.580093662631995,0.001450285839058858,0.5916000583807604
2000-12-14,1091.9967741935484,9.528870967741934,684.3720870967742,4.025806451612903,40.820278,41.333491883279514,0.13682959361323618,0.641535299969817
2000-12-21,1093.8258064516128,9.518032258064515,685.3013032258065,4.093548387096774,41.689133,41.08689010392706,-0.1605659032439664,0.5318396882310297
2000-12-28,1095.6548387096775,9.507193548387097,686.2305193548386,4.161290322580645,42.721367,40.84028832457463,-0.501520397437879,0.40607715244640546
2001-01-04,1097.1354838709678,9.501,687.8474032258064,4.2,42.942535,40.65205565836203,-0.6106720174698506,0.3658161066060377
2001-01-11,1098.151612903226,9.501,690.3811774193548,4.2,43.321732,40.54164847633596,-0.7412069531771179,0.31766773254855346
2001-01-18,1099.167741935484,9.501,692.9149516129032,4.2,43.648262,40.431241294309885,-0.8577001716947075,0.2746987064410631
2001-01-25,1100.183870967742,9.501,695.4487258064515,4.2,43.858898,40.32083411228382,-0.9432945204839864,0.24312686170552744
2001-02-01,1101.2,9.501,697.9825,4.2,44.261684,40.210426930257746,-1.0801185948698833,0.1926587117201865
2001-02-08,1103.15,9.501,699.127075,4.225,43.850491,40.21895265334205,-0.9682160447196291,0.23393444999996454
2001-02-15,1105.1000000000001,9.501,700.2716499999999,4.25,43.304451,40.22747837642638,-0.8203615049387318,0.2884712347227342
2001-02-22,1107.05,9.501,701.4162249999999,4.275,41.531559,40.23600409951068,-0.34541203251324293,0.4636583961737517
2001-03-01,1109.0,9.501,702.5608,4.3,42.030399,40.24452982259499,-0.4761362888884404,0.4154401903713256
2001-03-08,1110.7387096774194,9.491290322580644,703.664135483871,4.32258064516129,42.542717,40.06876437400177,-0.6595884161796405,0.3477730819562551
2001-03-15,1112.4774193548387,9.48158064516129,704.7674709677419,4.345161290322581,39.664299,39.892998925408584,0.060974418020548586,0.6135557912747395
2001-03-22,1114.216129032258,9.471870967741935,705.8708064516129,4.367741935483871,39.35775,39.717233476815395,0.09584303863528562,0.6264172323834387
2001-03-29,1115.9548387096775,9.46216129032258,706.9741419354839,4.390322580645162,40.121368,39.54146802822218,-0.15460898479137825,0.5340369232955824
2001-04-05,1116.94,9.458,707.7328,4.386666666666667,38.959042,39.48188910389099,0.13939793734749578,0.6424826446339508
2001-04-12,1117.3600000000001,9.458,708.23295,4.363333333333333,40.803925,39.50945007275633,-0.3451240973947083,0.4637646022841418
2001-04-19,1117.78,9.458,708.7331,4.34,42.236588,39.53701104162165,-0.71974284051351,0.3255848630833015
2001-04-26,1118.2,9.458,709.23325,4.316666666666666,43.081314,39.56457201048699,-0.9376098210608915,0.24522368760691943
2001-05-03,1118.9967741935484,9.458,709.7461193548387,4.312903225806451,43.013744,39.586010580503114,-0.9138789617443522,0.25397691742150813
2001-05-10,1120.7354838709678,9.458,710.2907870967742,4.358064516129033,42.446075,39.59214315339624,-0.7608958905696345,0.31040538306921406
2001-05-17,1122.4741935483871,9.458,710.8354548387097,4.403225806451613,44.128792,39.59827572628938,-1.2078954229154308,0.14552767756996743
2001-05-24,1124.2129032258065,9.458,711.3801225806452,4.448387096774193,43.42598,39.6044082991825,-1.0188814446040866,0.2152462987231331
2001-05-31,1125.9516129032259,9.458,711.9247903225806,4.493548387096774,43.250259,39.61054087207564,-0.9703968823450192,0.23313003863547438
2001-06-07,1128.74,9.3858,711.18008,4.52,43.148903,38.4845835084964,-1.243569126436007,0.13236927815897465
2001-06-14,1131.7033333333334,9.301566666666666,710.2204733333333,4.543333333333333,41.371586,37.169944488838404,-1.1202130714137983,0.1778696911119052
2001-06-21,1134.6666666666667,9.217333333333332,709.2608666666666,4.566666666666666,41.709087,35.855305469180436,-1.5606954021671988,0.015395883529936483
2001-06-28,1137.63,9.133099999999999,708.30126,4.59,41.926117,34.54066644952246,-1.9690585745945555,-0.13523063396746815
2001-07-05,1140.3451612903227,9.097,707.735329032258,4.638709677419355,40.89526,34.0227465998513,-1.8323027616377157,-0.0847876625046593
2001-07-12,1142.8741935483872,9.097,707.4646548387096,4.7064516129032254,41.471722,34.102366127670194,-1.964767521016236,-0.13364786034697962
2001-07-19,1145.4032258064517,9.097,707.1939806451612,4.774193548387097,41.017323,34.1819856554891,-1.822391134632308,-0.08113171613299341
2001-07-26,1147.932258064516,9.097,706.9233064516129,4.841935483870968,41.119061,34.26160518330799,-1.8282882111894498,-0.08330687825630134
2001-08-02,1151.890322580645,9.097,706.709729032258,4.903225806451613,41.342861,34.43912455142436,-1.840627238365284,-0.08785818165066495
2001-08-09,1164.4225806451611,9.097,706.8387322580645,4.925806451612903,40.501896,35.20404296132545,-1.4124775301717296,0.0700666849071716
2001-08-16,1176.9548387096772,9.097,706.9677354838709,4.948387096774193,39.477821,35.96896137122657,-0.9355082796726938,0.24599885021230156
2001-08-23,1189.4870967741936,9.097,707.0967387096774,4.970967741935484,40.189922,36.7338797811277,-0.9214264612185769,0.2511929896866481
2001-08-30,1202.0193548387097,9.097,707.2257419354839,4.993548387096774,38.67754,37.4987981910288,-0.3142681208579443,0.4751459623173881
2001-09-06,1198.9333333333332,9.095166666666666,706.9535833333333,5.05,36.826069,37.20010290818687,0.09972237564529572,0.627848142571895
2001-09-13,1189.6,9.0926,706.5209600000001,5.12,36.948135,36.475962148247746,-0.125887513033775,0.5446309620345127
2001-09-20,1180.2666666666667,9.090033333333333,706.0883366666667,5.1899999999999995,32.655159,35.7518213883086,0.8256110560416992,0.8955953132312346
2001-09-27,1170.9333333333332,9.087466666666668,705.6557133333333,5.26,35.028843,35.027680628369495,-3.099036152596916E-4,0.590950804908505
2001-10-04,1166.1129032258063,9.086,706.1101322580645,5.319354838709677,35.652782,34.56903390037372,-0.2889415444169089,0.4844877792759768
2001-10-11,1167.3096774193548,9.086,707.7472741935484,5.364516129032258,36.560047,34.46437921496908,-0.5587326857600984,0.38497415313133787
2001-10-18,1168.5064516129032,9.086,709.3844161290323,5.409677419354838,35.612827,34.35972452956443,-0.3340936544619124,0.4678332287362895
2001-10-25,1169.7032258064517,9.086,711.0215580645161,5.45483870967742,36.546425,34.25506984415982,-0.6109055210933366,0.3657299777873696
2001-11-01,1170.9,9.086,712.6587,5.5,35.844528,34.15041515875517,-0.4516728388585819,0.4244636394303243
2001-11-08,1173.77,9.086,713.1678333333333,5.546666666666667,36.962124,34.22967697563445,-0.7285064338565623,0.3223523738796816
2001-11-15,1176.64,9.086,713.6769666666667,5.593333333333334,37.405056,34.308938792513736,-0.8254657036403004,0.2865885290162866
2001-11-22,1179.51,9.086,714.1861,5.640000000000001,37.779861,34.38820060939301,-0.9042614162253905,0.25752439056846943
2001-11-29,1182.38,9.086,714.6952333333332,5.6866666666666665,37.152916,34.467462426272306,-0.7159773597945489,0.3269737768877206
2001-12-06,1184.3935483870969,9.081,714.8311516129032,5.7,38.113777,34.476478442003064,-0.9697517930739088,0.23336798259551544
2001-12-13,1186.0645161290322,9.074,714.8177838709678,5.7,36.641827,34.45739613727445,-0.5823980935842307,0.3762450653820282
2001-12-20,1187.7354838709678,9.067,714.8044161290322,5.7,37.064327,34.43831383254589,-0.7001297631109844,0.33281923127813423
2001-12-27,1189.406451612903,9.06,714.7910483870968,5.7,38.041897,34.41923152781727,-0.9658504192987676,0.23480702113983903
2002-01-03,1190.6,9.055,714.7841193548387,5.7,38.712181,34.40541945195291,-1.1482394604033903,0.1675320366499794
2002-01-10,1190.6,9.055,714.7932870967742,5.7,37.549446,34.40478294824909,-0.8384086663284805,0.28181446140330607
2002-01-17,1190.6,9.055,714.8024548387097,5.7,36.886009,34.40414644454528,-0.6616973077515609,0.3469952082039042
2002-01-24,1190.6,9.055,714.8116225806451,5.7,37.200626,34.40350994084147,-0.7457480518999778,0.3159927286980092
2002-01-31,1190.6,9.055,714.8207903225806,5.7,36.530346,34.40287343713766,-0.5672122592233576,0.38184642588541107
2002-02-07,1191.1785714285713,9.055,715.9222214285714,5.7,35.689068,34.36370276919459,-0.3533598599503375,0.4607268057430969
2002-02-14,1191.8535714285713,9.055,717.2056964285714,5.7,35.901112,34.318109740545,-0.4220492915467262,0.43539041262826295
2002-02-21,1192.5285714285715,9.055,718.4891714285715,5.7,35.490719,34.2725167118954,-0.3247888053123544,0.4712653624786777
2002-02-28,1193.2035714285714,9.055,719.7726464285714,5.7,37.104877,34.22692368324581,-0.7673003314972129,0.30804307740951214
2002-03-07,1192.0612903225806,9.074548387096774,720.976329032258,5.738709677419355,38.554874,34.36802208045746,-1.1162699711258448,0.17932412066045395
2002-03-14,1190.6161290322582,9.097354838709677,722.1667129032259,5.783870967741936,38.561703,34.54023571531264,-1.0721762450705368,0.19558828170053183
2002-03-21,1189.1709677419356,9.120161290322581,723.3570967741936,5.829032258064516,38.116482,34.71244935016786,-0.907560023798197,0.2563076849377216
2002-03-28,1187.725806451613,9.142967741935484,724.5474806451613,5.8741935483870975,38.370323,34.88466298502304,-0.9293229564942358,0.2482803333451441
2002-04-04,1187.14,9.156,725.54134,5.890000000000001,37.780315,34.991857218710635,-0.7434396407660895,0.3168441961013576
2002-04-11,1187.7,9.156,726.2731666666667,5.866666666666667,37.272648,35.01235891750807,-0.6026228959931796,0.3687850597800906
2002-04-18,1188.26,9.156,727.0049933333333,5.843333333333334,37.993015,35.0328606163055,-0.7892162206624538,0.2999593071635393
2002-04-25,1188.82,9.156,727.73682,5.82,36.291618,35.05336231510293,-0.33013530552030806,0.4692932828165077
2002-05-02,1189.4225806451611,9.156,728.5076258064516,5.8,36.751255,35.068873106506835,-0.44854521338730574,0.42561727757544454
2002-05-09,1190.2806451612903,9.156,729.5123064516129,5.8,35.934864,35.05443845354961,-0.2347330687114469,0.5044828093513417
2002-05-16,1191.1387096774192,9.156,730.5169870967742,5.8,37.471607,35.04000380059235,-0.648297500210816,0.3519377850112115
2002-05-23,1191.9967741935484,9.156,731.5216677419355,5.8,37.032532,35.02556914763512,-0.5350827801678673,0.39369752281554676
2002-05-30,1192.8548387096773,9.156,732.5263483870967,5.8,36.469986,35.011134494677876,-0.3889490622111015,0.4475995749862557
2002-06-06,1194.1333333333332,9.164166666666667,733.3885833333334,5.8,35.104759,35.18272077486288,0.020785637956026174,0.5987319864061332
2002-06-13,1195.58,9.175600000000001,734.19384,5.8,34.281521,35.42871542830483,0.30585717287548075,0.7038818516286043
2002-06-20,1197.0266666666666,9.187033333333334,734.9990966666667,5.8,34.164898,35.67471008174676,0.40253582435775515,0.7395421892211446
2002-06-27,1198.4733333333334,9.198466666666667,735.8043533333333,5.8,34.164406,35.920704735188664,0.468252418784282,0.7637820385234662
2002-07-04,1198.1096774193547,9.205,736.6733709677419,5.790322580645161,33.985325,35.970748942057995,0.529340222454246,0.7863145383903798
2002-07-11,1195.332258064516,9.205,737.6274032258065,5.767741935483871,31.595171,35.75952588683046,1.1102719653356912,1.0005937174206478
2002-07-18,1192.5548387096774,9.205,738.581435483871,5.745161290322581,28.929541,35.54830283160294,1.7646492449772408,1.2419635994693672
2002-07-25,1189.7774193548387,9.205,739.5354677419355,5.72258064516129,28.44738,35.33707977637542,1.836884876329858,1.268608023659716
2002-08-01,1187.0,9.205,740.4895,5.7,28.833117,35.12585672114788,1.6777274481672366,1.2099021198058526
2002-08-08,1189.032258064516,9.205,741.1300903225807,5.7,30.382904,35.21239996211188,1.2876073531561731,1.06600464009929
2002-08-15,1191.0645161290322,9.205,741.7706806451613,5.7,30.98905,35.2989432030759,1.1490744009591498,1.014906163162602
2002-08-22,1193.0967741935483,9.205,742.411270967742,5.7,31.395449,35.3854864440399,1.0637966348081642,0.9834510912986816
2002-08-29,1195.1290322580646,9.205,743.0518612903226,5.7,30.747971,35.47202968500392,1.2594963837369935,1.0556357877810993
2002-09-05,1197.0533333333333,9.196466666666666,743.9414933333334,5.7,29.96962,35.3786051720746,1.4421068234272645,1.1229924360942094
2002-09-12,1198.8966666666668,9.181533333333334,745.0179066666667,5.7,29.63212,35.15020484372541,1.4711942355602436,1.1337214535189668
2002-09-19,1200.74,9.1666,746.09432,5.7,27.930794,34.92180451537615,1.863895656236171,1.2785710663307603
2002-09-26,1202.5833333333335,9.151666666666667,747.1707333333334,5.7,27.54431,34.69340418702694,1.90604284915824,1.2941172402288776
2002-10-03,1204.2677419354839,9.141,748.0664774193549,5.712903225806452,26.499027,34.52569013425312,2.1400143108210474,1.3804186230263564
2002-10-10,1205.5548387096774,9.141,748.5105483870968,5.758064516129033,27.350492,34.50969177041791,1.9087371310427728,1.2951110377229347
2002-10-17,1206.8419354838709,9.141,748.9546193548388,5.803225806451613,28.935717,34.49369340658269,1.4818298526239893,1.137644446746357
2002-10-24,1208.1290322580644,9.141,749.3986903225807,5.848387096774194,29.89793,34.47769504274748,1.2210257946236251,1.0414457450557086
2002-10-31,1209.416129032258,9.141,749.8427612903226,5.893548387096774,30.084845,34.461696678912276,1.1669264141960223,1.021490955244131
2002-11-07,1211.72,9.141,750.11446,5.92,29.717966,34.55144847319153,1.2886702096157001,1.0663966792886874
2002-11-14,1214.1933333333334,9.141,750.35743,5.943333333333333,30.320204,34.65882529382318,1.1567336890460487,1.0177313246094122
2002-11-21,1216.6666666666667,9.141,750.6004,5.966666666666667,31.254736,34.766202114454835,0.9362032031503408,0.9363877036970978
2002-11-28,1219.14,9.141,750.8433699999999,5.99,31.365492,34.8735789350865,0.9353022693393519,0.9360553903750167
2002-12-05,1221.1161290322582,9.129903225806451,751.443229032258,5.974193548387097,30.597105,34.780687271777595,1.11539823988569,1.0024845658990063
2002-12-12,1222.7193548387097,9.110483870967743,752.3107548387097,5.929032258064516,29.904869,34.53759424551335,1.2351456835397663,1.046653926984178
2002-12-19,1224.3225806451612,9.091064516129032,753.1782806451613,5.883870967741935,30.230215,34.29450121924905,1.0835923380600485,0.9907528218257501
2002-12-26,1225.925806451613,9.071645161290322,754.0458064516129,5.838709677419355,29.703678,34.05140819298477,1.1591622417628629,1.0186271067538162
2003-01-02,1227.6516129032257,9.055,754.9123645161291,5.8032258064516125,30.859251,33.852306234241695,0.797988021575428,0.8854064378249801
2003-01-09,1230.1129032258063,9.055,755.7731161290322,5.825806451612904,31.569302,33.91715068062584,0.6259674402853996,0.8219559044588611
2003-01-16,1232.574193548387,9.055,756.6338677419355,5.848387096774194,30.935827,33.98199512700998,0.8121486196610997,0.8906296355062171
2003-01-23,1235.0354838709677,9.055,757.4946193548387,5.870967741935484,29.306887,34.04683957339412,1.263733904116349,1.0571988154502512
2003-01-30,1237.4967741935484,9.055,758.3553709677419,5.893548387096774,29.063248,34.11168401977827,1.3459796616461872,1.0875355178566348
2003-02-06,1238.432142857143,9.055,758.7894964285715,5.9,28.074745,34.13211090614596,1.6149736831129708,1.186755122896733
2003-02-13,1238.757142857143,9.055,759.0529714285715,5.9,27.928564,34.134770768507096,1.6546566211110172,1.201392345737327
2003-02-20,1239.0821428571428,9.055,759.3164464285715,5.9,28.548109,34.13743063086822,1.4901869030476778,1.140726980840673
