Date,CSUSHPISA,RSAFS,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2011-05-05,139.89,380675.81,9.01,53.712811,50.70,-0.6667,-0.1226
2011-05-12,139.88,381329.97,9.04,53.442638,50.84,-0.5752,-0.0272
2011-05-19,139.87,381984.13,9.06,53.31599,50.98,-0.5153,0.0352
2011-05-26,139.86,382638.29,9.08,53.231564,51.13,-0.4648,0.0878
2011-06-02,139.84,383185.43,9.10,51.956718,51.26,-0.1537,0.4121
2011-06-09,139.81,383090.47,9.07,50.84227,51.33,0.1075,0.6842
2011-06-16,139.78,382995.50,9.05,51.036457,51.40,0.0795,0.6551
2011-06-23,139.75,382900.53,9.03,50.445461,51.46,0.2250,0.8067
2011-06-30,139.72,382805.57,9.00,53.365505,51.53,-0.4053,0.1499
2011-07-07,139.63,383012.06,9.00,53.170338,51.63,-0.3398,0.2181
2011-07-14,139.54,383268.81,9.00,51.973866,51.74,-0.0518,0.5183
2011-07-21,139.44,383525.55,9.00,52.975163,51.85,-0.2494,0.3124
2011-07-28,139.35,383782.29,9.00,50.726505,51.95,0.2711,0.8548
2011-08-04,139.23,384295.29,9.00,46.958931,52.16,1.1484,1.7690
2011-08-11,139.09,385149.97,9.00,45.821869,52.49,1.4728,2.1070
2011-08-18,138.94,386004.65,9.00,44.090805,52.82,1.9284,2.5818
2011-08-25,138.80,386859.32,9.00,45.906723,53.15,1.6002,2.2398
2011-09-01,138.65,387714.00,9.00,45.703072,53.48,1.7183,2.3628
2011-09-08,138.49,388232.93,8.95,44.837536,53.89,1.9995,2.6559
2011-09-15,138.32,388751.87,8.91,47.145611,54.29,1.5795,2.2183
2011-09-22,138.15,389270.80,8.86,43.691998,54.70,2.4326,3.1073
2011-09-29,137.99,389789.73,8.81,43.768364,55.11,2.5058,3.1835
2011-10-06,137.81,390203.97,8.77,44.891373,55.48,2.3386,3.0093
2011-10-13,137.63,390576.32,8.72,47.351646,55.83,1.8723,2.5234
2011-10-20,137.45,390948.68,8.68,48.496342,56.18,1.6967,2.3404
2011-10-27,137.27,391321.03,8.63,50.495327,56.53,1.3324,1.9607
2011-11-03,137.10,391604.80,8.59,48.949116,56.81,1.7379,2.3833
2011-11-10,136.99,391667.10,8.57,49.470219,56.95,1.6529,2.2947
2011-11-17,136.88,391729.40,8.55,47.513954,57.09,2.1153,2.7765
2011-11-24,136.77,391791.70,8.52,45.190369,57.22,2.6588,3.3430
2011-12-01,136.66,391854.00,8.50,48.744087,57.36,1.9037,2.5561
2011-12-08,136.65,392647.03,8.45,49.28228,57.84,1.8903,2.5421
2011-12-15,136.63,393440.06,8.41,48.017967,58.31,2.2752,2.9432
2011-12-22,136.62,394233.10,8.36,49.794842,58.79,1.9881,2.6440
2011-12-29,136.61,395026.13,8.32,49.741219,59.27,2.1055,2.7663
2012-01-05,136.60,395987.42,8.30,50.842182,59.70,1.9574,2.6120
2012-01-12,136.58,397074.90,8.30,51.607681,60.10,1.8757,2.5268
2012-01-19,136.57,398162.39,8.30,52.682838,60.49,1.7255,2.3704
2012-01-26,136.56,399249.87,8.30,52.459217,60.89,1.8623,2.5129
2012-02-02,136.60,400237.76,8.30,53.758003,61.25,1.6564,2.2983
2012-02-09,136.93,400628.07,8.27,53.534378,61.45,1.7485,2.3943
2012-02-16,137.26,401018.38,8.25,54.48912,61.64,1.5802,2.2190
2012-02-23,137.59,401408.69,8.22,54.35149,61.83,1.6533,2.2952
2012-03-01,137.92,401799.00,8.20,54.540726,62.03,1.6542,2.2961
2012-03-08,138.21,401375.39,8.20,54.66114,61.83,1.5846,2.2235
2012-03-15,138.49,400951.77,8.20,56.209381,61.64,1.1994,1.8221
2012-03-22,138.77,400528.16,8.20,55.891129,61.44,1.2266,1.8505
2012-03-29,139.05,400104.55,8.20,55.848125,61.25,1.1931,1.8155
2012-04-05,139.30,399846.20,8.20,55.327389,61.12,1.2792,1.9053
2012-04-12,139.54,399711.80,8.20,54.203373,61.03,1.5093,2.1450
2012-04-19,139.77,399577.40,8.20,54.704849,60.95,1.3802,2.0105
2012-04-26,140.00,399443.00,8.20,55.595421,60.87,1.1651,1.7863
2012-05-03,140.22,399140.42,8.20,54.203373,60.73,1.4412,2.0741
2012-05-10,140.42,398417.39,8.20,53.589489,60.44,1.5127,2.1486
2012-05-17,140.61,397694.35,8.20,51.133957,60.14,1.9910,2.6470
2012-05-24,140.81,396971.32,8.20,51.920765,59.85,1.7529,2.3989
2012-05-31,141.01,396248.29,8.20,50.364437,59.56,2.0326,2.6904
2012-06-07,141.16,396410.80,8.20,52.396309,59.60,1.5917,2.2309
2012-06-14,141.30,396720.90,8.20,53.234997,59.69,1.4264,2.0587
2012-06-21,141.45,397031.00,8.20,52.672989,59.78,1.5707,2.2090
2012-06-28,141.59,397341.10,8.20,54.138447,59.87,1.2669,1.8925
2012-07-05,141.74,398077.74,8.19,53.608196,60.17,1.4503,2.0836
2012-07-12,141.88,399134.29,8.16,53.712509,60.63,1.5280,2.1646
2012-07-19,142.02,400190.84,8.14,53.764668,61.08,1.6173,2.2576
2012-07-26,142.16,401247.39,8.12,54.859947,61.54,1.4760,2.1104
2012-08-02,142.30,402257.03,8.09,55.1642,62.01,1.5117,2.1476
2012-08-09,142.45,402985.26,8.02,55.8857,62.53,1.4684,2.1024
2012-08-16,142.59,403713.48,7.95,56.268181,63.06,1.5000,2.1353
2012-08-23,142.73,404441.71,7.89,55.929157,63.58,1.6910,2.3344
2012-08-30,142.88,405169.94,7.82,55.798771,64.11,1.8359,2.4854
2012-09-06,143.03,405464.67,7.80,57.293919,64.27,1.5418,2.1790
2012-09-13,143.20,405586.00,7.80,58.667381,64.29,1.2428,1.8673
2012-09-20,143.36,405707.33,7.80,58.180584,64.31,1.3548,1.9841
2012-09-27,143.52,405828.67,7.80,57.189606,64.33,1.5782,2.2169
2012-10-04,143.71,406066.19,7.79,58.603752,64.43,1.2876,1.9140
2012-10-11,143.93,406458.65,7.77,57.362076,64.63,1.6069,2.2468
2012-10-18,144.15,406851.10,7.75,58.052868,64.84,1.4993,2.1346
2012-10-25,144.37,407243.55,7.72,57.047279,65.04,1.7665,2.4130
2012-11-01,144.60,407636.00,7.70,57.309605,65.25,1.7535,2.3995
2012-11-08,144.81,407909.00,7.75,55.831825,65.12,2.0518,2.7104
2012-11-15,145.03,408182.00,7.79,54.948666,64.99,2.2188,2.8844
2012-11-22,145.24,408455.00,7.84,56.916107,64.86,1.7559,2.4020
2012-11-29,145.45,408728.00,7.89,57.195927,64.74,1.6659,2.3082
2012-12-06,145.73,409364.87,7.92,57.746822,64.80,1.5589,2.1968
2012-12-13,146.03,410147.29,7.94,57.834259,64.95,1.5716,2.2100
2012-12-20,146.33,410929.71,7.96,58.253986,65.09,1.5108,2.1466
2012-12-27,146.64,411712.13,7.98,57.506542,65.24,1.7079,2.3521
2013-01-03,146.91,412574.42,7.98,60.236969,65.52,1.1675,1.7889
2013-01-10,147.13,413636.39,7.91,60.413136,66.16,1.2689,1.8946
2013-01-17,147.35,414698.35,7.85,61.249889,66.79,1.2244,1.8481
2013-01-24,147.57,415760.32,7.78,62.289207,67.43,1.1351,1.7551
2013-01-31,147.79,416822.29,7.71,62.861721,68.06,1.1489,1.7695
2013-02-07,148.29,416356.21,7.66,62.967426,68.04,1.1205,1.7399
2013-02-14,148.83,415635.46,7.61,63.170006,67.91,1.0464,1.6627
2013-02-21,149.38,414914.71,7.56,63.16119,67.77,1.0191,1.6342
2013-02-28,149.92,414193.96,7.51,63.16119,67.64,0.9898,1.6037
2013-03-07,150.30,413754.61,7.52,64.64093,67.38,0.6041,1.2018
2013-03-14,150.65,413362.16,7.54,65.222237,67.09,0.4120,1.0016
2013-03-21,151.00,412969.71,7.56,64.949196,66.80,0.4087,0.9981
2013-03-28,151.35,412577.26,7.59,65.002045,66.51,0.3334,0.9196
2013-04-04,151.69,412539.20,7.59,64.920853,66.44,0.3348,0.9211
2013-04-11,152.00,412973.67,7.57,66.239975,66.65,0.0895,0.6655
2013-04-18,152.30,413408.13,7.54,64.726082,66.85,0.4703,1.0623
2013-04-25,152.61,413842.60,7.52,65.956688,67.06,0.2446,0.8271
2013-05-02,152.92,414262.61,7.50,67.054489,67.25,0.0441,0.6182
2013-05-09,153.22,414595.90,7.50,67.842453,67.33,-0.1130,0.4545
2013-05-16,153.51,414929.19,7.50,69.497978,67.41,-0.4617,0.0911
2013-05-23,153.81,415262.48,7.50,68.834015,67.49,-0.2980,0.2617
2013-05-30,154.10,415595.77,7.50,68.134598,67.56,-0.1264,0.4405
2013-06-06,154.42,416160.00,7.47,68.851692,67.86,-0.2191,0.3439
2013-06-13,154.74,416816.60,7.42,68.214272,68.25,0.0069,0.5794
2013-06-20,155.06,417473.20,7.37,66.895126,68.63,0.3836,0.9719
2013-06-27,155.37,418129.80,7.33,67.081039,69.02,0.4277,1.0179
2013-07-04,155.69,418411.81,7.29,68.493813,69.22,0.1612,0.7402
2013-07-11,156.02,418194.35,7.27,70.416702,69.19,-0.2707,0.2901
2013-07-18,156.34,417976.90,7.25,71.422661,69.16,-0.5000,0.0512
2013-07-25,156.66,417759.45,7.22,71.235687,69.13,-0.4657,0.0869
2013-08-01,156.98,417542.00,7.20,71.903374,69.10,-0.6203,-0.0741
2013-08-08,157.27,417514.90,7.20,70.9695,69.04,-0.4254,0.1289
2013-08-15,157.55,417487.81,7.20,69.5086,68.99,-0.1141,0.4534
2013-08-22,157.84,417460.71,7.20,69.066,68.94,-0.0277,0.5433
2013-08-29,158.12,417433.61,7.20,68.216,68.89,0.1486,0.7271
2013-09-05,158.38,417704.53,7.20,68.8977,68.95,0.0112,0.5839
2013-09-12,158.62,418198.97,7.20,70.1904,69.09,-0.2426,0.3194
2013-09-19,158.86,418693.40,7.20,71.6777,69.24,-0.5394,0.0101
2013-09-26,159.10,419187.83,7.20,70.5326,69.38,-0.2545,0.3070
2013-10-03,159.32,419617.84,7.18,69.5976,69.58,-0.0030,0.5691
2013-10-10,159.51,419886.77,7.11,70.5237,69.94,-0.1297,0.4370
2013-10-17,159.70,420155.71,7.05,72.082,70.29,-0.3962,0.1593
2013-10-24,159.89,420424.65,6.98,72.6073,70.64,-0.4344,0.1195
2013-10-31,160.07,420693.58,6.91,72.7943,70.99,-0.3979,0.1576
2013-11-07,160.29,421178.00,6.86,72.6964,71.34,-0.2986,0.2610
2013-11-14,160.51,421698.33,6.81,74.3348,71.70,-0.5830,-0.0354
2013-11-21,160.72,422218.67,6.77,74.7622,72.05,-0.5999,-0.0529
2013-11-28,160.94,422739.00,6.72,74.9581,72.40,-0.5656,-0.0172
2013-12-05,161.16,422423.42,6.69,73.7471,72.39,-0.3000,0.2596
2013-12-12,161.38,421480.90,6.66,73.5156,72.11,-0.3106,0.2486
2013-12-19,161.60,420538.39,6.64,74.8513,71.83,-0.6674,-0.1233
2013-12-26,161.82,419595.87,6.62,76.1954,71.55,-1.0261,-0.4971
2014-01-02,162.02,418970.42,6.60,75.8819,71.36,-0.9988,-0.4686
2014-01-09,162.16,420247.35,6.63,76.1954,71.71,-0.9913,-0.4608
2014-01-16,162.31,421524.29,6.65,76.3118,72.06,-0.9402,-0.4076
2014-01-23,162.45,422801.23,6.67,75.2639,72.40,-0.6319,-0.0863
2014-01-30,162.59,424078.16,6.69,74.0547,72.75,-0.2880,0.2721
2014-02-06,162.73,425251.93,6.70,73.0426,73.13,0.0191,0.5921
2014-02-13,162.87,426384.43,6.70,74.9683,73.52,-0.3203,0.2384
2014-02-20,163.00,427516.93,6.70,75.5057,73.91,-0.3530,0.2044
2014-02-27,163.14,428649.43,6.70,76.0342,74.30,-0.3836,0.1724
2014-03-06,163.23,429731.87,6.64,77.109,74.95,-0.4778,0.0743
2014-03-13,163.29,430794.29,6.55,76.1148,75.70,-0.0919,0.4764
2014-03-20,163.36,431856.71,6.45,77.3777,76.45,-0.2048,0.3588
2014-03-27,163.43,432919.13,6.36,77.1977,77.20,0.0012,0.5735
2014-04-03,163.49,433726.13,6.30,78.8818,77.76,-0.2489,0.3129
2014-04-10,163.54,433894.60,6.30,77.1527,77.81,0.1448,0.7231
2014-04-17,163.60,434063.07,6.30,78.4945,77.86,-0.1400,0.4263
2014-04-24,163.66,434231.53,6.30,78.8728,77.91,-0.2120,0.3513
2014-05-01,163.71,434400.00,6.30,79.0799,77.97,-0.2461,0.3158
2014-05-08,163.78,434689.48,6.25,78.8998,78.25,-0.1436,0.4226
2014-05-15,163.85,434978.97,6.21,78.6296,78.53,-0.0212,0.5501
2014-05-22,163.91,435268.45,6.16,79.1069,78.82,-0.0640,0.5055
2014-05-29,163.98,435557.94,6.12,79.9625,79.10,-0.1904,0.3738
2014-06-05,164.07,435762.53,6.11,80.8495,79.19,-0.3673,0.1894
2014-06-12,164.17,435903.47,6.14,80.5659,79.13,-0.3183,0.2405
2014-06-19,164.27,436044.40,6.16,82.0248,79.06,-0.6543,-0.1097
2014-06-26,164.38,436185.33,6.18,81.7733,79.00,-0.6124,-0.0660
2014-07-03,164.50,436508.52,6.20,82.5879,79.03,-0.7860,-0.2468
2014-07-10,164.68,437287.32,6.20,81.9634,79.29,-0.5913,-0.0440
2014-07-17,164.85,438066.13,6.20,81.8819,79.54,-0.5167,0.0338
2014-07-24,165.03,438844.94,6.20,82.8867,79.80,-0.6820,-0.1385
2014-07-31,165.20,439623.74,6.20,80.5423,80.06,-0.1074,0.4603
2014-08-07,165.36,439550.94,6.14,79.619,80.25,0.1391,0.7172
2014-08-14,165.52,439336.19,6.07,81.4565,80.43,-0.2267,0.3360
2014-08-21,165.68,439121.45,6.01,82.9048,80.61,-0.5066,0.0443
2014-08-28,165.84,438906.71,5.94,83.1492,80.79,-0.5204,0.0299
2014-09-04,166.00,438934.10,5.88,83.3211,81.02,-0.5075,0.0434
2014-09-11,166.18,439284.33,5.83,83.1129,81.32,-0.3961,0.1595
2014-09-18,166.35,439634.57,5.79,83.7647,81.62,-0.4747,0.0776
2014-09-25,166.52,439984.80,5.74,81.918,81.91,-0.0012,0.5709
2014-10-02,166.70,440312.32,5.70,80.9805,82.16,0.2604,0.8436
2014-10-09,166.86,440503.58,5.73,80.1795,82.11,0.4267,1.0169
2014-10-16,167.02,440694.84,5.75,78.6686,82.06,0.7498,1.3536
2014-10-23,167.18,440886.10,5.77,80.853,82.01,0.2564,0.8394
2014-10-30,167.34,441077.35,5.79,84.4301,81.96,-0.5447,0.0046
2014-11-06,167.51,440705.83,5.77,84.2208,81.92,-0.5089,0.0419
2014-11-13,167.68,440109.20,5.72,84.4301,81.87,-0.5655,-0.0171
2014-11-20,167.85,439512.57,5.67,85.2129,81.82,-0.7489,-0.2082
2014-11-27,168.03,438915.93,5.63,85.8045,81.78,-0.8899,-0.3552
2014-12-04,168.19,438311.97,5.61,85.8773,81.61,-0.9439,-0.4114
2014-12-11,168.33,437698.23,5.63,84.3664,81.27,-0.6847,-0.1413
2014-12-18,168.48,437084.48,5.65,85.6043,80.93,-1.0328,-0.5041
2014-12-25,168.62,436470.74,5.68,86.7955,80.59,-1.3706,-0.8561
2015-01-01,168.77,435857.00,5.70,85.8615,80.25,-1.2389,-0.7188
2015-01-08,168.88,435504.52,5.65,85.596,80.30,-1.1706,-0.6477
2015-01-15,169.00,435152.03,5.61,82.3637,80.34,-0.4469,0.1066
2015-01-22,169.12,434799.55,5.56,85.1839,80.38,-1.0604,-0.5328
2015-01-29,169.24,434447.06,5.52,83.1145,80.43,-0.5936,-0.0464
2015-02-05,169.39,435348.71,5.50,85.3029,80.81,-0.9919,-0.4615
2015-02-12,169.56,437190.96,5.50,86.4017,81.46,-1.0928,-0.5666
2015-02-19,169.73,439033.21,5.50,86.4384,82.10,-0.9590,-0.4272
2015-02-26,169.89,440875.46,5.50,86.7314,82.74,-0.8818,-0.3467
2015-03-05,170.03,441718.29,5.49,86.2278,83.08,-0.6956,-0.1527
2015-03-12,170.14,441811.55,5.46,85.0191,83.19,-0.4038,0.1514
2015-03-19,170.25,441904.81,5.44,85.4952,83.30,-0.4843,0.0675
2015-03-26,170.36,441998.06,5.42,84.5562,83.42,-0.2522,0.3095
2015-04-02,170.47,442216.27,5.40,85.2746,83.54,-0.3823,0.1738
2015-04-09,170.60,443184.13,5.43,86.2693,83.78,-0.5503,-0.0012
2015-04-16,170.72,444152.00,5.45,87.1718,84.01,-0.6978,-0.1550
2015-04-23,170.85,445119.87,5.47,87.1258,84.25,-0.6358,-0.0904
2015-04-30,170.97,446087.73,5.50,86.4719,84.48,-0.4395,0.1142
2015-05-07,171.06,446428.06,5.46,86.5548,84.74,-0.4008,0.1545
2015-05-14,171.14,446663.81,5.42,87.66,85.00,-0.5872,-0.0396
2015-05-21,171.23,446899.55,5.37,88.2678,85.26,-0.6636,-0.1193
2015-05-28,171.31,447135.29,5.33,87.5771,85.53,-0.4531,0.1000
2015-06-04,171.41,447568.60,5.29,86.6837,85.82,-0.1913,0.3728
2015-06-11,171.54,448265.33,5.27,87.5679,86.15,-0.3137,0.2453
2015-06-18,171.67,448962.07,5.24,87.7981,86.48,-0.2915,0.2684
2015-06-25,171.80,449658.80,5.22,86.7929,86.81,0.0036,0.5760
2015-07-02,171.95,450253.13,5.20,85.8486,87.10,0.2765,0.8604
2015-07-09,172.18,450233.03,5.17,84.858,87.15,0.5071,1.1007
2015-07-16,172.41,450212.94,5.15,87.3576,87.21,-0.0335,0.5374
2015-07-23,172.64,450192.84,5.13,85.8671,87.26,0.3076,0.8928
2015-07-30,172.87,450172.74,5.11,86.0615,87.31,0.2764,0.8602
2015-08-06,173.08,449936.68,5.08,85.182,87.29,0.4657,1.0575
2015-08-13,173.29,449614.23,5.06,85.1264,87.24,0.4662,1.0580
2015-08-20,173.50,449291.77,5.04,83.0897,87.18,0.9045,1.5148
2015-08-27,173.71,448969.32,5.02,80.8678,87.13,1.3836,2.0141
2015-09-03,173.92,448695.73,5.00,79.581,87.07,1.6539,2.2958
2015-09-10,174.16,448544.30,5.00,79.4236,86.98,1.6689,2.3114
2015-09-17,174.39,448392.87,5.00,80.7752,86.89,1.3505,1.9796
2015-09-24,174.63,448241.43,5.00,78.2849,86.80,1.8810,2.5324
2015-10-01,174.86,448090.00,5.00,78.3117,86.71,1.8553,2.5057
2015-10-08,175.09,448397.55,5.00,82.5697,86.79,0.9319,1.5433
2015-10-15,175.31,448705.10,5.00,82.7281,86.87,0.9142,1.5249
2015-10-22,175.53,449012.65,5.00,83.8462,86.94,0.6845,1.2856
2015-10-29,175.75,449320.19,5.00,84.4518,87.02,0.5681,1.1642
2015-11-05,175.96,449668.80,5.00,85.0947,87.12,0.4471,1.0382
2015-11-12,176.16,450048.20,5.00,82.9517,87.23,0.9445,1.5565
2015-11-19,176.36,450427.60,5.00,84.5636,87.33,0.6123,1.2103
2015-11-26,176.56,450807.00,5.00,84.6288,87.44,0.6217,1.2201
2015-12-03,176.75,450877.68,4.99,83.1287,87.47,0.9585,1.5711
2015-12-10,176.93,450176.55,4.97,82.8958,87.28,0.9688,1.5818
2015-12-17,177.11,449475.42,4.95,82.6629,87.09,0.9791,1.5926
2015-12-24,177.29,448774.29,4.93,83.9472,86.91,0.6542,1.2540
2015-12-31,177.48,448073.16,4.90,83.0281,86.72,0.8161,1.4227
2016-01-07,177.58,448578.42,4.90,79.1923,86.90,1.7037,2.3476
2016-01-14,177.68,449284.74,4.90,78.1419,87.14,1.9892,2.6452
2016-01-21,177.77,449991.06,4.90,75.7597,87.39,2.5690,3.2494
2016-01-28,177.86,450697.39,4.90,77.0071,87.63,2.3469,3.0179
2016-02-04,177.97,451092.41,4.91,78.4701,87.71,2.0422,2.7004
2016-02-11,178.09,451072.38,4.93,75.0001,87.59,2.7810,3.4703
2016-02-18,178.22,451052.34,4.96,79.0328,87.46,1.8620,2.5126
2016-02-25,178.35,451032.31,4.98,80.1114,87.33,1.5957,2.2351
2016-03-03,178.47,451180.52,5.00,82.3716,87.30,1.0881,1.7061
2016-03-10,178.61,451749.32,5.00,82.456,87.48,1.1106,1.7296
2016-03-17,178.74,452318.13,5.00,84.538,87.67,0.6918,1.2931
2016-03-24,178.87,452886.94,5.00,84.107,87.86,0.8282,1.4353
2016-03-31,179.01,453455.74,5.00,84.8524,88.04,0.7047,1.3065
2016-04-07,179.14,453976.20,4.94,83.7107,88.46,1.0495,1.6659
2016-04-14,179.28,454488.60,4.87,86.013,88.92,0.6420,1.2412
2016-04-21,179.41,455001.00,4.80,86.7772,89.38,0.5743,1.1707
2016-04-28,179.55,455513.40,4.73,87.2018,89.83,0.5817,1.1784
2016-05-05,179.64,456285.26,4.73,85.5695,90.12,1.0048,1.6194
2016-05-12,179.71,457251.71,4.77,86.0884,90.27,0.9237,1.5348
2016-05-19,179.78,458218.16,4.82,85.1449,90.42,1.1656,1.7869
2016-05-26,179.84,459184.61,4.86,87.098,90.57,0.7675,1.3720
2016-06-02,179.92,460009.27,4.90,87.8057,90.70,0.6389,1.2380
2016-06-09,180.06,459983.13,4.90,88.4473,90.67,0.4904,1.0833
2016-06-16,180.20,459957.00,4.90,86.8621,90.64,0.8340,1.4414
2016-06-23,180.34,459930.87,4.90,88.8356,90.61,0.3913,0.9800
2016-06-30,180.48,459904.73,4.90,88.1618,90.58,0.5335,1.1282
2016-07-07,180.76,459934.87,4.90,87.6494,90.55,0.6401,1.2393
2016-07-14,181.06,459974.39,4.90,90.7811,90.52,-0.0585,0.5113
2016-07-21,181.37,460013.90,4.90,90.5343,90.49,-0.0106,0.5612
2016-07-28,181.67,460053.42,4.90,90.4299,90.46,0.0058,0.5783
2016-08-04,181.94,460289.58,4.91,89.9365,90.46,0.1159,0.6930
2016-08-11,182.18,460787.94,4.93,91.0942,90.51,-0.1286,0.4382
2016-08-18,182.42,461286.29,4.95,91.5592,90.56,-0.2200,0.3429
2016-08-25,182.65,461784.65,4.98,90.9139,90.61,-0.0661,0.5033
2016-09-01,182.89,462283.00,5.00,90.9424,90.67,-0.0611,0.5085
2016-09-08,183.13,462736.83,4.98,91.6826,90.89,-0.1746,0.3903
2016-09-15,183.37,463190.67,4.95,89.6802,91.12,0.3179,0.9035
2016-09-22,183.61,463644.50,4.93,90.7621,91.35,0.1290,0.7066
2016-09-29,183.84,464098.33,4.91,89.8538,91.57,0.3797,0.9679
2016-10-06,184.09,464215.90,4.85,90.589,91.81,0.2696,0.8531
2016-10-13,184.33,464198.97,4.78,89.3477,92.05,0.5970,1.1943
2016-10-20,184.58,464182.03,4.72,89.7774,92.29,0.5552,1.1508
2016-10-27,184.82,464165.10,4.65,89.6055,92.53,0.6463,1.2458
2016-11-03,185.07,464404.67,4.61,88.0968,92.76,1.0294,1.6450
2016-11-10,185.31,465285.50,4.63,92.7088,92.94,0.0515,0.6259
2016-11-17,185.55,466166.33,4.65,93.6446,93.13,-0.1142,0.4532
2016-11-24,185.79,467047.17,4.68,94.6568,93.31,-0.2968,0.2630
2016-12-01,186.03,467928.00,4.70,95.2106,93.50,-0.3780,0.1783
2016-12-08,186.30,469153.90,4.72,97.6933,93.81,-0.8580,-0.3219
2016-12-15,186.56,470379.81,4.75,98.1134,94.12,-0.8822,-0.3471
2016-12-22,186.83,471605.71,4.77,98.1514,94.43,-0.8220,-0.2844
2016-12-29,187.10,472831.61,4.79,97.5365,94.74,-0.6175,-0.0713
2017-01-05,187.29,473074.16,4.79,98.3915,94.82,-0.7902,-0.2513
2017-01-12,187.42,472579.19,4.76,98.0169,94.71,-0.7305,-0.1891
2017-01-19,187.55,472084.23,4.74,97.3828,94.61,-0.6135,-0.0671
2017-01-26,187.68,471589.26,4.72,98.843,94.50,-0.9592,-0.4274
2017-02-02,187.82,471196.29,4.69,97.8151,94.45,-0.7436,-0.2027
2017-02-09,188.00,471415.29,4.64,99.0352,94.71,-0.9554,-0.4234
2017-02-16,188.18,471634.29,4.59,100.9373,94.97,-1.3179,-0.8011
2017-02-23,188.36,471853.29,4.54,101.8115,95.23,-1.4532,-0.9421
2017-03-02,188.53,472141.13,4.50,102.5512,95.51,-1.5569,-1.0502
2017-03-09,188.70,472842.03,4.47,101.4561,95.83,-1.2434,-0.7236
2017-03-16,188.87,473542.94,4.45,101.9364,96.15,-1.2781,-0.7597
2017-03-23,189.04,474243.84,4.43,99.8325,96.48,-0.7418,-0.2008
2017-03-30,189.21,474944.74,4.41,100.891,96.80,-0.9042,-0.3700
2017-04-06,189.37,474912.83,4.38,100.2825,96.86,-0.7565,-0.2161
2017-04-13,189.54,474587.80,4.36,98.882,96.81,-0.4570,0.0959
2017-04-20,189.71,474262.77,4.34,99.7802,96.77,-0.6655,-0.1213
2017-04-27,189.88,473937.73,4.31,100.8137,96.72,-0.9039,-0.3697
2017-05-04,190.01,473912.94,4.30,100.408,96.75,-0.8082,-0.2700
2017-05-11,190.09,474288.45,4.30,100.3791,96.88,-0.7742,-0.2346
2017-05-18,190.17,474663.97,4.30,98.7275,97.00,-0.3818,0.1744
2017-05-25,190.25,475039.48,4.30,100.4274,97.12,-0.7298,-0.1883
2017-06-01,190.32,475415.00,4.30,101.0262,97.25,-0.8346,-0.2975
2017-06-08,190.49,475799.77,4.30,100.9682,97.36,-0.7963,-0.2576
2017-06-15,190.65,476184.53,4.30,102.2141,97.48,-1.0461,-0.5180
2017-06-22,190.81,476569.30,4.30,101.4415,97.59,-0.8500,-0.3135
2017-06-29,190.98,476954.07,4.30,101.8109,97.71,-0.9061,-0.3720
2017-07-06,191.28,477084.32,4.32,101.6167,97.64,-0.8776,-0.3423
2017-07-13,191.64,477112.77,4.34,102.4131,97.51,-1.0839,-0.5573
2017-07-20,192.01,477141.23,4.36,102.9569,97.37,-1.2344,-0.7142
2017-07-27,192.37,477169.68,4.38,103.2774,97.23,-1.3356,-0.8196
2017-08-03,192.71,477768.52,4.39,103.3843,97.39,-1.3253,-0.8088
2017-08-10,192.98,479793.32,4.34,101.9955,98.27,-0.8237,-0.2861
2017-08-17,193.26,481818.13,4.30,101.2088,99.15,-0.4551,0.0980
2017-08-24,193.53,483842.94,4.25,101.3836,100.03,-0.2990,0.2607
2017-08-31,193.80,485867.74,4.21,102.0731,100.91,-0.2566,0.3048
2017-09-07,194.09,486698.80,4.18,101.5293,101.28,-0.0548,0.5151
2017-09-14,194.37,487330.90,4.16,103.6659,101.57,-0.4640,0.0886
2017-09-21,194.66,487963.00,4.13,104.5303,101.85,-0.5922,-0.0449
2017-09-28,194.94,488595.10,4.11,105.2177,102.13,-0.6813,-0.1377
2017-10-05,195.23,489352.06,4.10,106.9473,102.41,-1.0028,-0.4728
2017-10-12,195.51,490202.68,4.10,106.3121,102.68,-0.8036,-0.2652
2017-10-19,195.79,491053.29,4.10,106.8105,102.94,-0.8547,-0.3185
2017-10-26,196.07,491903.90,4.10,107.2013,103.21,-0.8822,-0.3471
2017-11-02,196.35,492633.33,4.10,107.0157,103.43,-0.7920,-0.2531
2017-11-09,196.65,492635.67,4.10,106.5369,103.39,-0.6957,-0.1528
2017-11-16,196.95,492638.00,4.10,106.6639,103.34,-0.7333,-0.1920
2017-11-23,197.25,492640.33,4.10,107.0645,103.30,-0.8314,-0.2942
2017-11-30,197.55,492642.67,4.10,110.2304,103.26,-1.5405,-1.0331
2017-12-07,197.83,492525.13,4.10,110.1327,103.17,-1.5377,-1.0302
2017-12-14,198.12,492387.61,4.10,110.5724,103.08,-1.6551,-1.1526
2017-12-21,198.40,492250.10,4.10,112.9337,102.99,-2.1972,-1.7174
2017-12-28,198.69,492112.58,4.10,113.1807,102.90,-2.2721,-1.7955
2018-01-04,198.95,492082.00,4.10,114.5143,102.85,-2.5778,-2.1141
2018-01-11,199.19,492194.00,4.10,116.2036,102.85,-2.9497,-2.5016
2018-01-18,199.42,492306.00,4.10,116.8951,102.86,-3.1011,-2.6595
