Date,CPIAUCSL,INDPRO,M1SL,M1V,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2000-06-01,172.20,95.74,1102.60,9.25,4.00,41.583149,37.74,-0.9835,0.2911
2000-06-08,172.32,95.70,1102.81,9.28,4.00,40.832027,37.93,-0.7427,0.3471
2000-06-15,172.43,95.67,1103.02,9.31,4.00,40.091328,38.12,-0.5046,0.4134
2000-06-22,172.55,95.64,1103.23,9.34,4.00,39.402802,38.31,-0.2798,0.4852
2000-06-29,172.67,95.61,1103.44,9.36,4.00,39.115768,38.50,-0.1577,0.5271
2000-07-06,172.70,95.55,1102.97,9.37,4.02,40.128914,38.48,-0.4223,0.4387
2000-07-13,172.70,95.49,1102.22,9.37,4.04,40.880955,38.37,-0.6419,0.3739
2000-07-20,172.70,95.43,1101.48,9.37,4.06,40.160244,38.26,-0.4848,0.4194
2000-07-27,172.70,95.36,1100.73,9.37,4.08,39.251545,38.16,-0.2796,0.4853
2000-08-03,172.76,95.34,1100.17,9.37,4.09,41.048058,38.10,-0.7540,0.3443
2000-08-10,172.96,95.42,1100.05,9.37,4.04,41.497189,38.16,-0.8529,0.3202
2000-08-17,173.16,95.51,1099.94,9.37,4.00,41.852318,38.22,-0.9278,0.3031
2000-08-24,173.37,95.59,1099.83,9.37,3.95,41.925423,38.29,-0.9307,0.3025
2000-08-31,173.57,95.67,1099.72,9.37,3.91,42.384998,38.35,-1.0323,0.2810
2000-09-07,173.66,95.63,1099.50,9.41,3.90,42.614777,38.58,-1.0312,0.2813
2000-09-14,173.73,95.56,1099.27,9.45,3.90,42.113434,38.85,-0.8358,0.3242
2000-09-21,173.80,95.49,1099.03,9.49,3.90,41.27784,39.11,-0.5549,0.3985
2000-09-28,173.87,95.43,1098.80,9.53,3.90,42.308086,39.37,-0.7512,0.3450
2000-10-05,173.94,95.40,1097.89,9.55,3.90,41.564194,39.44,-0.5430,0.4020
2000-10-12,174.01,95.40,1096.46,9.55,3.90,40.296413,39.37,-0.2379,0.4995
2000-10-19,174.07,95.41,1095.04,9.55,3.90,40.987923,39.29,-0.4337,0.4352
2000-10-26,174.14,95.41,1093.62,9.55,3.90,41.197487,39.22,-0.5064,0.4129
2000-11-02,174.21,95.41,1092.27,9.55,3.90,42.727184,39.14,-0.9177,0.3054
2000-11-09,174.31,95.35,1091.39,9.55,3.90,42.077591,39.03,-0.7787,0.3381
2000-11-16,174.40,95.29,1090.50,9.55,3.90,41.543224,38.93,-0.6692,0.3664
2000-11-23,174.49,95.23,1089.61,9.55,3.90,40.90411,38.82,-0.5329,0.4050
2000-11-30,174.59,95.17,1088.73,9.55,3.90,40.925045,38.71,-0.5654,0.3955
2000-12-07,174.79,95.04,1090.17,9.54,3.96,41.574654,38.49,-0.7886,0.3356
2000-12-14,175.02,94.91,1092.00,9.53,4.03,40.820278,38.25,-0.6577,0.3695
2000-12-21,175.25,94.77,1093.83,9.52,4.09,41.689133,38.01,-0.9420,0.3000
2000-12-28,175.47,94.63,1095.65,9.51,4.16,42.721367,37.76,-1.2680,0.2377
2001-01-04,175.64,94.49,1097.14,9.50,4.20,42.942535,37.59,-1.3685,0.2217
2001-01-11,175.73,94.36,1098.15,9.50,4.20,43.321732,37.51,-1.4851,0.2048
2001-01-18,175.82,94.24,1099.17,9.50,4.20,43.648262,37.44,-1.5883,0.1910
2001-01-25,175.91,94.11,1100.18,9.50,4.20,43.858898,37.36,-1.6618,0.1819
2001-02-01,176.00,93.98,1101.20,9.50,4.20,44.261684,37.28,-1.7845,0.1679
2001-02-08,176.03,93.91,1103.15,9.50,4.23,43.850491,37.29,-1.6785,0.1800
2001-02-15,176.05,93.85,1105.10,9.50,4.25,43.304451,37.29,-1.5379,0.1976
2001-02-22,176.08,93.79,1107.05,9.50,4.28,41.531559,37.29,-1.0836,0.2709
2001-03-01,176.10,93.73,1109.00,9.50,4.30,42.030399,37.30,-1.2103,0.2476
2001-03-08,176.17,93.66,1110.74,9.49,4.32,42.542717,37.21,-1.3647,0.2223
2001-03-15,176.24,93.60,1112.48,9.48,4.35,39.664299,37.11,-0.6520,0.3711
2001-03-22,176.30,93.54,1114.22,9.47,4.37,39.35775,37.02,-0.5971,0.3864
2001-03-29,176.37,93.48,1115.95,9.46,4.39,40.121368,36.93,-0.8157,0.3290
2001-04-05,176.52,93.38,1116.94,9.46,4.39,38.959042,36.83,-0.5443,0.4016
2001-04-12,176.73,93.25,1117.36,9.46,4.36,40.803925,36.72,-1.0437,0.2787
2001-04-19,176.94,93.11,1117.78,9.46,4.34,42.236588,36.61,-1.4376,0.2115
2001-04-26,177.15,92.98,1118.20,9.46,4.32,43.081314,36.51,-1.6812,0.1796
2001-05-03,177.33,92.85,1119.00,9.46,4.31,43.013744,36.40,-1.6903,0.1786
2001-05-10,177.42,92.72,1120.74,9.46,4.36,42.446075,36.31,-1.5684,0.1936
2001-05-17,177.51,92.60,1122.47,9.46,4.40,44.128792,36.22,-2.0219,0.1442
2001-05-24,177.60,92.47,1124.21,9.46,4.45,43.42598,36.13,-1.8655,0.1593
2001-05-31,177.69,92.35,1125.95,9.46,4.49,43.250259,36.04,-1.8438,0.1616
2001-06-07,177.64,92.23,1128.74,9.39,4.52,43.148903,35.45,-1.9680,0.1492
2001-06-14,177.57,92.11,1131.70,9.30,4.54,41.371586,34.78,-1.6848,0.1792
2001-06-21,177.50,91.98,1134.67,9.22,4.57,41.709087,34.11,-1.9424,0.1517
2001-06-28,177.43,91.86,1137.63,9.13,4.59,41.926117,33.44,-2.1692,0.1314
2001-07-05,177.40,91.79,1140.35,9.10,4.64,40.89526,33.16,-1.9769,0.1484
2001-07-12,177.40,91.77,1142.87,9.10,4.71,41.471722,33.18,-2.1206,0.1355
2001-07-19,177.40,91.74,1145.40,9.10,4.77,41.017323,33.19,-2.0008,0.1461
2001-07-26,177.40,91.71,1147.93,9.10,4.84,41.119061,33.21,-2.0231,0.1441
2001-08-02,177.42,91.67,1151.89,9.10,4.90,41.342861,33.28,-2.0616,0.1406
2001-08-09,177.58,91.59,1164.42,9.10,4.93,40.501896,33.71,-1.7379,0.1731
2001-08-16,177.74,91.52,1176.95,9.10,4.95,39.477821,34.13,-1.3674,0.2219
2001-08-23,177.90,91.44,1189.49,9.10,4.97,40.189922,34.56,-1.4408,0.2110
2001-08-30,178.05,91.36,1202.02,9.10,4.99,38.67754,34.98,-0.9454,0.2993
2001-09-06,178.02,91.27,1198.93,9.10,5.05,36.826069,34.71,-0.5414,0.4025
2001-09-13,177.90,91.18,1189.60,9.09,5.12,36.948135,34.16,-0.7133,0.3547
2001-09-20,177.78,91.08,1180.27,9.09,5.19,32.655159,33.61,0.2438,0.6682
2001-09-27,177.67,90.99,1170.93,9.09,5.26,35.028843,33.06,-0.5039,0.4136
2001-10-04,177.59,90.90,1166.11,9.09,5.32,35.652782,32.71,-0.7517,0.3449
2001-10-11,177.57,90.79,1167.31,9.09,5.36,36.560047,32.64,-1.0019,0.2873
2001-10-18,177.55,90.69,1168.51,9.09,5.41,35.612827,32.57,-0.7780,0.3383
2001-10-25,177.52,90.59,1169.70,9.09,5.45,36.546425,32.50,-1.0350,0.2805
2001-11-01,177.50,90.49,1170.90,9.09,5.50,35.844528,32.43,-0.8738,0.3153
2001-11-08,177.48,90.49,1173.77,9.09,5.55,36.962124,32.51,-1.1378,0.2606
2001-11-15,177.45,90.50,1176.64,9.09,5.59,37.405056,32.60,-1.2294,0.2443
2001-11-22,177.43,90.51,1179.51,9.09,5.64,37.779861,32.68,-1.3035,0.2319
2001-11-29,177.41,90.51,1182.38,9.09,5.69,37.152916,32.77,-1.1214,0.2636
2001-12-06,177.45,90.61,1184.39,9.08,5.70,38.113777,32.86,-1.3427,0.2257
2001-12-13,177.52,90.74,1186.06,9.07,5.70,36.641827,32.96,-0.9407,0.3003
2001-12-20,177.58,90.87,1187.74,9.07,5.70,37.064327,33.06,-1.0232,0.2829
2001-12-27,177.65,91.00,1189.41,9.06,5.70,38.041897,33.16,-1.2476,0.2412
2002-01-03,177.72,91.09,1190.60,9.06,5.70,38.712181,33.23,-1.4022,0.2167
2002-01-10,177.79,91.08,1190.60,9.06,5.70,37.549446,33.21,-1.1096,0.2659
2002-01-17,177.85,91.08,1190.60,9.06,5.70,36.886009,33.19,-0.9447,0.2994
2002-01-24,177.92,91.07,1190.60,9.06,5.70,37.200626,33.17,-1.0300,0.2815
2002-01-31,177.99,91.07,1190.60,9.06,5.70,36.530346,33.15,-0.8634,0.3177
2002-02-07,178.11,91.23,1191.18,9.06,5.70,35.689068,33.27,-0.6177,0.3806
2002-02-14,178.23,91.41,1191.85,9.06,5.70,35.901112,33.42,-0.6355,0.3756
2002-02-21,178.36,91.59,1192.53,9.06,5.70,35.490719,33.56,-0.4941,0.4166
2002-02-28,178.48,91.78,1193.20,9.06,5.70,37.104877,33.70,-0.8704,0.3161
2002-03-07,178.65,91.87,1192.06,9.07,5.74,38.554874,33.81,-1.2139,0.2469
2002-03-14,178.84,91.96,1190.62,9.10,5.78,38.561703,33.91,-1.1899,0.2512
2002-03-21,179.02,92.05,1189.17,9.12,5.83,38.116482,34.01,-1.0503,0.2774
2002-03-28,179.20,92.13,1187.73,9.14,5.87,38.370323,34.11,-1.0894,0.2697
2002-04-04,179.32,92.22,1187.14,9.16,5.89,37.780315,34.21,-0.9119,0.3067
2002-04-11,179.37,92.31,1187.70,9.16,5.87,37.272648,34.32,-0.7542,0.3442
2002-04-18,179.41,92.40,1188.26,9.16,5.84,37.993015,34.43,-0.9105,0.3070
2002-04-25,179.46,92.49,1188.82,9.16,5.82,36.291618,34.54,-0.4475,0.4309
2002-05-02,179.50,92.60,1189.42,9.16,5.80,36.751255,34.66,-0.5344,0.4045
2002-05-09,179.53,92.79,1190.28,9.16,5.80,35.934864,34.85,-0.2778,0.4859
2002-05-16,179.55,92.99,1191.14,9.16,5.80,37.471607,35.04,-0.6230,0.3791
2002-05-23,179.57,93.19,1192.00,9.16,5.80,37.032532,35.22,-0.4629,0.4261
2002-05-30,179.59,93.39,1192.85,9.16,5.80,36.469986,35.41,-0.2712,0.4881
2002-06-06,179.67,93.41,1194.13,9.16,5.80,35.104759,35.53,0.1091,0.6214
2002-06-13,179.76,93.36,1195.58,9.18,5.80,34.281521,35.63,0.3441,0.7017
2002-06-20,179.85,93.31,1197.03,9.19,5.80,34.164898,35.72,0.3985,0.7193
2002-06-27,179.95,93.26,1198.47,9.20,5.80,34.164406,35.82,0.4232,0.7271
2002-07-04,180.05,93.23,1198.11,9.21,5.79,33.985325,35.82,0.4695,0.7415
2002-07-11,180.16,93.23,1195.33,9.21,5.77,31.595171,35.70,1.0494,0.8880
2002-07-18,180.27,93.23,1192.55,9.21,5.75,28.929541,35.58,1.6997,0.9881
2002-07-25,180.39,93.23,1189.78,9.21,5.72,28.44738,35.45,1.7916,0.9985
2002-08-01,180.50,93.23,1187.00,9.21,5.70,28.833117,35.33,1.6616,0.9836
2002-08-08,180.57,93.26,1189.03,9.21,5.70,30.382904,35.43,1.2899,0.9315
2002-08-15,180.64,93.29,1191.06,9.21,5.70,30.98905,35.52,1.1596,0.9090
2002-08-22,180.70,93.32,1193.10,9.21,5.70,31.395449,35.62,1.0803,0.8941
2002-08-29,180.77,93.35,1195.13,9.21,5.70,30.747971,35.72,1.2705,0.9283
2002-09-05,180.85,93.32,1197.05,9.20,5.70,29.96962,35.69,1.4634,0.9578
2002-09-12,180.95,93.26,1198.90,9.18,5.70,29.63212,35.58,1.5203,0.9656
2002-09-19,181.04,93.19,1200.74,9.17,5.70,27.930794,35.46,1.9261,1.0123
2002-09-26,181.13,93.13,1202.58,9.15,5.70,27.54431,35.35,1.9956,1.0190
2002-10-03,181.22,93.11,1204.27,9.14,5.71,26.499027,35.29,2.2474,1.0404
2002-10-10,181.29,93.22,1205.55,9.14,5.76,27.350492,35.36,2.0488,1.0238
2002-10-17,181.35,93.33,1206.84,9.14,5.80,28.935717,35.44,1.6626,0.9837
2002-10-24,181.42,93.44,1208.13,9.14,5.85,29.89793,35.51,1.4357,0.9538
2002-10-31,181.49,93.54,1209.42,9.14,5.89,30.084845,35.59,1.4071,0.9497
2002-11-07,181.56,93.47,1211.72,9.14,5.92,29.717966,35.59,1.5004,0.9629
2002-11-14,181.63,93.36,1214.19,9.14,5.94,30.320204,35.57,1.3425,0.9398
2002-11-21,181.70,93.26,1216.67,9.14,5.97,31.254736,35.56,1.0997,0.8978
2002-11-28,181.77,93.15,1219.14,9.14,5.99,31.365492,35.54,1.0675,0.8916
2002-12-05,181.90,93.18,1221.12,9.13,5.97,30.597105,35.54,1.2642,0.9272
2002-12-12,182.08,93.30,1222.72,9.11,5.93,29.904869,35.55,1.4443,0.9551
2002-12-19,182.26,93.42,1224.32,9.09,5.88,30.230215,35.57,1.3643,0.9432
2002-12-26,182.45,93.54,1225.93,9.07,5.84,29.703678,35.58,1.5021,0.9632
2003-01-02,182.63,93.66,1227.65,9.06,5.80,30.859251,35.60,1.2123,0.9184
2003-01-09,182.86,93.73,1230.11,9.06,5.83,31.569302,35.68,1.0520,0.8885
2003-01-16,183.08,93.79,1232.57,9.06,5.85,30.935827,35.77,1.2352,0.9223
2003-01-23,183.31,93.86,1235.04,9.06,5.87,29.306887,35.85,1.6730,0.9850
2003-01-30,183.54,93.93,1237.50,9.06,5.89,29.063248,35.93,1.7566,0.9946
2003-02-06,183.65,93.91,1238.43,9.06,5.90,28.074745,35.92,2.0074,1.0201
2003-02-13,183.73,93.86,1238.76,9.06,5.90,27.928564,35.88,2.0334,1.0224
2003-02-20,183.80,93.80,1239.08,9.06,5.90,28.548109,35.84,1.8637,1.0061
2003-02-27,183.88,93.75,1239.41,9.06,5.90,28.367117,35.79,1.8987,1.0096
2003-03-06,183.79,93.63,1241.21,9.04,5.92,27.775419,35.62,2.0052,1.0199
2003-03-13,183.63,93.48,1243.60,9.01,5.94,27.691877,35.39,1.9684,1.0164
2003-03-20,183.47,93.33,1246.00,8.98,5.96,29.742634,35.16,1.3857,0.9465
2003-03-27,183.31,93.19,1248.39,8.95,5.98,28.840506,34.93,1.5582,0.9707
2003-04-03,183.18,93.08,1251.35,8.93,6.01,29.385973,34.82,1.3907,0.9472
2003-04-10,183.11,93.09,1255.74,8.93,6.03,29.092257,35.01,1.5133,0.9647
2003-04-17,183.04,93.09,1260.13,8.93,6.05,29.959433,35.20,1.3389,0.9393
2003-04-24,182.97,93.10,1264.51,8.93,6.08,30.330084,35.38,1.2916,0.9317
2003-05-01,182.90,93.10,1268.90,8.93,6.10,31.490973,35.57,1.0422,0.8865
2003-05-08,182.95,93.14,1271.54,8.93,6.15,31.581902,35.65,1.0400,0.8861
2003-05-15,182.99,93.17,1274.18,8.93,6.19,32.281223,35.73,0.8823,0.8522
2003-05-22,183.04,93.20,1276.83,8.93,6.24,32.092415,35.81,0.9517,0.8677
2003-05-29,183.08,93.24,1279.47,8.93,6.28,33.386173,35.90,0.6419,0.7917
2003-06-05,183.18,93.31,1281.53,8.93,6.29,34.351242,36.02,0.4271,0.7284
2003-06-12,183.32,93.40,1283.17,8.94,6.26,34.365223,36.18,0.4637,0.7397
2003-06-19,183.46,93.50,1284.80,8.94,6.24,33.994583,36.34,0.5986,0.7797
2003-06-26,183.60,93.59,1286.43,8.94,6.22,33.544353,36.49,0.7539,0.8213
2003-07-03,183.75,93.65,1288.15,8.94,6.19,33.930569,36.62,0.6870,0.8039
2003-07-10,183.93,93.62,1290.10,8.94,6.17,34.394032,36.66,0.5795,0.7742
2003-07-17,184.11,93.58,1292.04,8.94,6.15,34.253586,36.70,0.6265,0.7875
2003-07-24,184.29,93.55,1293.98,8.94,6.13,34.478283,36.75,0.5801,0.7744
2003-07-31,184.47,93.52,1295.92,8.94,6.10,33.944618,36.79,0.7276,0.8146
2003-08-07,184.62,93.62,1296.37,8.94,6.10,33.930569,36.86,0.7492,0.8201
2003-08-14,184.75,93.75,1296.58,8.94,6.10,34.471268,36.93,0.6300,0.7884
2003-08-21,184.89,93.87,1296.78,8.94,6.10,34.520416,37.01,0.6365,0.7902
2003-08-28,185.02,94.00,1296.98,8.94,6.10,34.94175,37.08,0.5478,0.7650
2003-09-04,185.08,94.08,1297.16,8.95,6.09,35.278805,37.24,0.5019,0.7514
2003-09-11,185.03,94.12,1297.30,8.98,6.07,35.124317,37.51,0.6099,0.7828
2003-09-18,184.99,94.15,1297.44,9.00,6.04,35.475414,37.78,0.5887,0.7768
2003-09-25,184.94,94.18,1297.58,9.03,6.02,34.363117,38.05,0.9416,0.8655
2003-10-02,184.90,94.23,1297.75,9.05,5.99,35.597675,38.30,0.6914,0.8051
2003-10-09,184.93,94.40,1298.06,9.05,5.95,36.070347,38.49,0.6180,0.7851
2003-10-16,184.95,94.56,1298.38,9.05,5.90,36.232597,38.67,0.6239,0.7868
2003-10-23,184.97,94.73,1298.69,9.05,5.86,35.978642,38.86,0.7363,0.8168
2003-10-30,184.99,94.89,1299.01,9.05,5.81,36.73349,39.04,0.5907,0.7774
2003-11-06,185.08,94.92,1300.30,9.05,5.78,36.832249,39.14,0.5897,0.7771
2003-11-13,185.20,94.91,1301.98,9.05,5.76,36.599434,39.20,0.6643,0.7978
2003-11-20,185.32,94.89,1303.66,9.05,5.74,36.147957,39.26,0.7948,0.8315
2003-11-27,185.43,94.87,1305.34,9.05,5.71,37.093269,39.31,0.5680,0.7709
2003-12-04,185.58,94.89,1306.29,9.05,5.70,37.276684,39.34,0.5282,0.7592
2003-12-11,185.76,94.94,1306.27,9.04,5.70,37.833996,39.33,0.3821,0.7140
2003-12-18,185.94,95.00,1306.25,9.04,5.70,38.102081,39.31,0.3100,0.6904
2003-12-25,186.12,95.06,1306.22,9.04,5.70,38.907803,39.30,0.1004,0.6184
2004-01-01,186.30,95.11,1306.20,9.04,5.70,39.370564,39.29,-0.0214,0.5752
2004-01-08,186.39,95.24,1309.68,9.04,5.68,39.947227,39.54,-0.1036,0.5461
2004-01-15,186.48,95.37,1313.15,9.04,5.65,40.509655,39.80,-0.1822,0.5186
2004-01-22,186.57,95.50,1316.63,9.04,5.63,40.758831,40.05,-0.1806,0.5192
2004-01-29,186.66,95.62,1320.11,9.04,5.61,40.246243,40.31,0.0157,0.5884
2004-02-05,186.76,95.61,1322.62,9.04,5.63,40.516785,40.37,-0.0380,0.5693
2004-02-12,186.85,95.50,1324.41,9.04,5.68,40.943939,40.28,-0.1691,0.5232
2004-02-19,186.95,95.39,1326.19,9.04,5.72,40.844265,40.20,-0.1655,0.5244
2004-02-26,187.04,95.27,1327.98,9.04,5.77,41.015137,40.11,-0.2310,0.5018
2004-03-04,187.13,95.25,1329.38,9.04,5.78,41.776913,40.15,-0.4171,0.4404
2004-03-11,187.20,95.34,1330.26,9.05,5.74,40.438461,40.34,-0.0252,0.5738
2004-03-18,187.26,95.44,1331.14,9.05,5.69,40.367271,40.53,0.0426,0.5979
2004-03-25,187.33,95.54,1332.02,9.06,5.65,39.989933,40.73,0.1887,0.6492
2004-04-01,187.40,95.63,1332.90,9.06,5.60,41.08633,40.92,-0.0421,0.5679
2004-04-08,187.59,95.81,1333.02,9.06,5.60,41.250099,41.02,-0.0584,0.5621
2004-04-15,187.77,95.99,1333.13,9.06,5.60,40.706867,41.12,0.1060,0.6203
2004-04-22,187.96,96.17,1333.25,9.06,5.60,40.885559,41.22,0.0858,0.6132
2004-04-29,188.15,96.34,1333.37,9.06,5.60,39.734768,41.32,0.4056,0.7216
2004-05-06,188.31,96.27,1334.79,9.06,5.60,39.027126,41.29,0.5775,0.7736
2004-05-13,188.47,96.09,1336.73,9.06,5.60,39.191536,41.20,0.5124,0.7545
2004-05-20,188.63,95.91,1338.67,9.06,5.60,39.127201,41.11,0.5059,0.7526
2004-05-27,188.79,95.73,1340.61,9.06,5.60,40.285156,41.02,0.1868,0.6486
2004-06-03,188.91,95.65,1341.91,9.07,5.59,40.342346,41.01,0.1705,0.6429
2004-06-10,188.96,95.82,1341.61,9.07,5.57,40.821232,41.21,0.0996,0.6181
2004-06-17,189.01,96.00,1341.31,9.08,5.55,40.771202,41.41,0.1640,0.6406
2004-06-24,189.05,96.17,1341.00,9.09,5.52,41.028526,41.61,0.1497,0.6357
2004-07-01,189.10,96.34,1340.70,9.10,5.50,40.542477,41.82,0.3256,0.6956
2004-07-08,189.12,96.35,1343.68,9.10,5.48,40.246281,41.98,0.4429,0.7333
2004-07-15,189.15,96.37,1346.66,9.10,5.45,40.095558,42.14,0.5230,0.7577
2004-07-22,189.17,96.39,1349.64,9.10,5.43,39.571678,42.30,0.6985,0.8070
2004-07-29,189.19,96.40,1352.62,9.10,5.41,40.296513,42.47,0.5547,0.7670
2004-08-05,189.28,96.42,1354.97,9.10,5.40,39.105209,42.57,0.8867,0.8532
2004-08-12,189.41,96.44,1356.85,9.10,5.40,39.148262,42.64,0.8924,0.8545
2004-08-19,189.55,96.46,1358.72,9.10,5.40,40.368282,42.70,0.5971,0.7792
2004-08-26,189.68,96.48,1360.59,9.10,5.40,40.705582,42.77,0.5276,0.7590
2004-09-02,189.83,96.52,1362.19,9.10,5.40,41.17205,42.85,0.4282,0.7287
2004-09-09,190.07,96.74,1362.15,9.11,5.43,41.416054,43.00,0.4052,0.7214
2004-09-16,190.30,96.95,1362.10,9.12,5.45,41.660069,43.15,0.3822,0.7140
2004-09-23,190.53,97.17,1362.05,9.12,5.47,41.35149,43.31,0.5004,0.7509
2004-09-30,190.77,97.38,1362.01,9.13,5.50,41.947136,43.46,0.3875,0.7158
2004-10-07,190.97,97.45,1364.40,9.13,5.48,42.059303,43.60,0.3945,0.7180
2004-10-14,191.18,97.50,1367.20,9.13,5.46,41.388943,43.74,0.6010,0.7803
2004-10-21,191.38,97.55,1370.00,9.13,5.44,40.653721,43.88,0.8240,0.8386
2004-10-28,191.58,97.59,1372.80,9.13,5.41,42.124168,44.01,0.4831,0.7457
2004-11-04,191.70,97.69,1374.59,9.13,5.40,43.479298,44.15,0.1727,0.6437
2004-11-11,191.70,97.86,1375.03,9.13,5.40,44.113625,44.30,0.0482,0.5999
2004-11-18,191.70,98.02,1375.48,9.13,5.40,43.681133,44.45,0.1965,0.6519
2004-11-25,191.70,98.19,1375.92,9.13,5.40,44.387512,44.60,0.0535,0.6018
2004-12-02,191.70,98.34,1376.02,9.14,5.40,44.481232,44.77,0.0750,0.6094
2004-12-09,191.67,98.45,1374.08,9.18,5.37,44.430775,45.13,0.1799,0.6462
2004-12-16,191.65,98.55,1372.14,9.22,5.35,44.776752,45.49,0.1834,0.6474
2004-12-23,191.63,98.66,1370.20,9.26,5.33,45.432705,45.85,0.1076,0.6209
2004-12-30,191.61,98.76,1368.25,9.30,5.31,45.324574,46.21,0.2272,0.6625
2005-01-06,191.73,98.90,1368.35,9.31,5.32,44.580078,46.38,0.4602,0.7387
2005-01-13,191.91,99.05,1369.25,9.31,5.34,44.435177,46.47,0.5202,0.7569
2005-01-20,192.09,99.20,1370.15,9.31,5.36,43.862915,46.56,0.6894,0.8046
2005-01-27,192.27,99.35,1371.05,9.31,5.38,44.058506,46.65,0.6623,0.7973
2005-02-03,192.45,99.45,1371.68,9.31,5.39,45.347946,46.71,0.3478,0.7029
2005-02-10,192.63,99.41,1371.60,9.31,5.34,45.521805,46.69,0.2993,0.6869
2005-02-17,192.80,99.38,1371.53,9.31,5.29,45.261009,46.68,0.3620,0.7075
2005-02-24,192.98,99.34,1371.45,9.31,5.24,45.637707,46.66,0.2616,0.6742
2005-03-03,193.14,99.33,1370.57,9.32,5.20,45.985424,46.68,0.1773,0.6453
2005-03-10,193.27,99.36,1367.68,9.35,5.20,45.246532,46.78,0.3923,0.7173
2005-03-17,193.41,99.39,1364.79,9.38,5.20,44.811882,46.88,0.5295,0.7596
2005-03-24,193.55,99.43,1361.90,9.41,5.20,43.949829,46.98,0.7759,0.8268
2005-03-31,193.68,99.46,1359.01,9.43,5.20,43.899132,47.09,0.8149,0.8364
2005-04-07,193.68,99.49,1360.08,9.44,5.18,44.395824,47.21,0.7202,0.8126
2005-04-14,193.66,99.52,1361.81,9.44,5.16,42.819134,47.34,1.1567,0.9085
2005-04-21,193.63,99.55,1363.53,9.44,5.13,43.293602,47.47,1.0686,0.8918
2005-04-28,193.61,99.58,1365.26,9.44,5.11,43.527191,47.60,1.0422,0.8866
2005-05-05,193.61,99.65,1367.66,9.44,5.09,44.096558,47.78,0.9422,0.8656
2005-05-12,193.64,99.73,1370.58,9.44,5.06,43.395802,48.00,1.1763,0.9120
2005-05-19,193.66,99.82,1373.49,9.44,5.04,44.819214,48.21,0.8671,0.8487
2005-05-26,193.68,99.91,1376.40,9.44,5.02,45.111179,48.42,0.8473,0.8441
2005-06-02,193.74,99.97,1378.53,9.44,5.00,45.154991,48.61,0.8833,0.8525
2005-06-09,194.02,99.90,1375.94,9.47,5.00,45.425079,48.61,0.8156,0.8366
2005-06-16,194.30,99.83,1373.35,9.50,5.00,46.330223,48.62,0.5855,0.7759
2005-06-23,194.58,99.76,1370.76,9.53,5.00,45.381275,48.63,0.8295,0.8399
2005-06-30,194.86,99.68,1368.17,9.56,5.00,45.846031,48.63,0.7121,0.8105
2005-07-07,195.13,99.73,1369.70,9.56,4.98,46.395466,48.72,0.5951,0.7787
2005-07-14,195.40,99.79,1371.91,9.56,4.96,46.835026,48.83,0.5100,0.7538
2005-07-21,195.67,99.85,1374.12,9.56,4.94,46.988876,48.94,0.4979,0.7502
2005-07-28,195.95,99.91,1376.34,9.56,4.91,47.091438,49.04,0.4990,0.7505
2005-08-04,196.36,99.76,1377.63,9.56,4.91,46.71048,48.89,0.5585,0.7681
2005-08-11,196.97,99.34,1377.70,9.56,4.93,46.915604,48.41,0.3813,0.7138
2005-08-18,197.58,98.92,1377.76,9.56,4.95,46.607925,47.92,0.3353,0.6988
2005-08-25,198.19,98.50,1377.83,9.56,4.98,46.051147,47.43,0.3529,0.7046
2005-09-01,198.80,98.08,1377.90,9.56,5.00,46.644558,46.94,0.0764,0.6099
2005-09-08,198.87,98.37,1377.50,9.59,5.00,47.472401,47.38,-0.0231,0.5746
2005-09-15,198.94,98.66,1377.11,9.62,5.00,47.509018,47.82,0.0797,0.6111
2005-09-22,199.01,98.95,1376.71,9.65,5.00,46.571289,48.26,0.4317,0.7298
2005-09-29,199.08,99.24,1376.31,9.68,5.00,46.981556,48.70,0.4390,0.7321
2005-10-06,198.94,99.48,1376.20,9.69,5.00,45.842823,48.99,0.8040,0.8337
2005-10-13,198.71,99.71,1376.20,9.69,5.00,45.268871,49.22,1.0092,0.8798
2005-10-20,198.49,99.94,1376.20,9.69,5.00,45.00396,49.44,1.1354,0.9045
2005-10-27,198.26,100.17,1376.20,9.69,5.00,46.034138,49.67,0.9304,0.8630
2005-11-03,198.10,100.37,1376.12,9.69,4.99,46.76997,49.87,0.7931,0.8311
2005-11-10,198.10,100.51,1375.84,9.69,4.97,47.483746,50.00,0.6426,0.7919
2005-11-17,198.10,100.66,1375.56,9.69,4.95,47.90316,50.12,0.5673,0.7707
2005-11-24,198.10,100.80,1375.28,9.69,4.92,48.822956,50.25,0.3640,0.7082
2005-12-01,198.10,100.95,1375.00,9.69,4.90,48.602219,50.37,0.4525,0.7363
2005-12-08,198.37,100.97,1376.33,9.73,4.85,48.50655,50.73,0.5682,0.7709
2005-12-15,198.64,101.00,1377.66,9.76,4.81,48.837688,51.09,0.5748,0.7728
2005-12-22,198.91,101.03,1379.00,9.80,4.76,48.602219,51.44,0.7262,0.8142
2005-12-29,199.18,101.05,1380.33,9.83,4.72,48.114452,51.80,0.9422,0.8656
2006-01-05,199.31,101.07,1380.75,9.85,4.71,49.482826,51.93,0.6256,0.7872
2006-01-12,199.34,101.07,1380.47,9.85,4.74,49.630733,51.89,0.5777,0.7737
