Date,CE16OV,EXUSEU,IPMAN,M1SL,M1V,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2011-03-31,139587.70967741936,1.4445806451612904,96.31370322580645,1900.8258064516128,8.028129032258065,9.096774193548386,53.738129,47.31339460135839,-1.8245883867520127,-1.1753321230777904
2011-04-07,139593.6,1.4435,96.32034,1908.54,8.024,9.08,53.72126,47.8631490927082,-1.663670506287362,-0.9800356015027905
2011-04-14,139602.46666666667,1.4405833333333333,96.34908666666666,1917.22,8.024,9.056666666666667,53.248455,48.58193073832101,-1.3252666096447843,-0.5693347911833351
2011-04-21,139611.33333333334,1.4376666666666666,96.37783333333333,1925.8999999999999,8.024,9.033333333333333,53.619934,49.30071238393389,-1.2266346142104692,-0.4496309672906602
2011-04-28,139620.2,1.43475,96.40657999999999,1934.58,8.024,9.01,54.776592,50.01949402954677,-1.350989032848689,-0.6005525760789434
2011-05-05,139593.03225806452,1.4343774193548386,96.43030645161289,1940.3516129032257,8.024,9.012903225806452,53.712811,50.52691677230516,-0.9047760185232444,-0.059010210944459685
2011-05-12,139538.83870967742,1.4359129032258064,96.45026774193548,1943.941935483871,8.024,9.035483870967742,53.442638,50.875820337922676,-0.7289617603688732,0.15436516388456978
2011-05-19,139484.64516129033,1.4374483870967742,96.47022903225806,1947.532258064516,8.024,9.058064516129033,53.31599,51.2247239035401,-0.593907793918407,0.31827218152936665
2011-05-26,139430.4516129032,1.4389838709677418,96.49019032258064,1951.1225806451614,8.024,9.080645161290322,53.231564,51.57362746915768,-0.4708446376843856,0.46762666144886045
2011-06-02,139388.66666666666,1.4398733333333333,96.52810666666667,1955.6766666666667,8.006533333333332,9.096666666666666,51.956718,51.68281279646904,-0.07778753523868812,0.9446568377495972
2011-06-09,139421.33333333334,1.4368866666666666,96.67375333333334,1966.0133333333333,7.884266666666666,9.073333333333332,50.84227,50.35368869394401,-0.13875433935484938,0.870665030617597
2011-06-16,139454.0,1.4339,96.8194,1976.35,7.762,9.05,51.036457,49.024564591419,-0.5713661135731247,0.34562968679340256
2011-06-23,139486.66666666666,1.4309133333333333,96.96504666666667,1986.6866666666667,7.639733333333333,9.026666666666667,50.445461,47.69544048889402,-0.7809903377413849,0.09122115431889943
2011-06-30,139519.33333333334,1.4279266666666666,97.11069333333333,1997.0233333333333,7.5174666666666665,9.003333333333334,53.365505,46.366316386368965,-1.9877301486296797,-1.373327638096548
