Date,CPIAUCSL,INDPRO,M1SL,M1V,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2011-02-10,222.267,95.82018571428571,1880.5214285714285,8.152,9.0,53.395573,45.73180946307549,-1.9598003200255505,0.16017304069166882
2011-02-17,222.554,96.05778571428571,1884.9714285714285,8.152,9.0,54.101589,46.044433916634546,-2.060399571933015,0.13109833092937073
2011-02-24,222.84099999999998,96.29538571428571,1889.4214285714286,8.152,9.0,53.185467,46.35705837019363,-1.7461808879518397,0.2219122968925319
2011-03-03,223.11354838709676,96.44364193548388,1893.148387096774,8.14374193548387,9.006451612903225,53.143433,46.49693157885187,-1.6996630375476962,0.23535666127518706
2011-03-10,223.34996774193547,96.36853870967742,1895.0677419354838,8.114838709677418,9.029032258064516,52.706379,46.20492667525819,-1.6625706528222393,0.24607692310453116
2011-03-17,223.5863870967742,96.29343548387097,1896.9870967741936,8.085935483870967,9.051612903225806,51.91634,45.91292177166446,-1.5352118979731402,0.28288553512414477
2011-03-24,223.8228064516129,96.2183322580645,1898.906451612903,8.057032258064515,9.074193548387097,52.790432,45.62091686807072,-1.833409653401398,0.1967018605296218
2011-03-31,224.0592258064516,96.14322903225806,1900.8258064516128,8.028129032258065,9.096774193548386,53.738129,45.32891196447706,-2.1504298975273195,0.10507820118857114
2011-04-07,224.2356,96.17294,1908.54,8.024,9.08,53.72126,45.63262446723599,-2.068449845732381,0.12877167968907222
2011-04-14,224.40196666666665,96.22012,1917.22,8.024,9.056666666666667,53.248455,46.03562320438708,-1.8444867189894243,0.19350042054986882
2011-04-21,224.56833333333333,96.26729999999999,1925.8999999999999,8.024,9.033333333333333,53.619934,46.43862194153814,-1.8364263984095759,0.19582997546212333
2011-04-28,224.7347,96.31448,1934.58,8.024,9.01,54.776592,46.841620678689196,-2.02915437825984,0.14012866585025052
2011-05-05,224.806,96.36749999999999,1940.3516129032257,8.024,9.012903225806452,53.712811,47.115224845124615,-1.6871542807164635,0.23897188174113837
2011-05-12,224.806,96.4249,1943.941935483871,8.024,9.035483870967742,53.442638,47.29178308352327,-1.572914844731668,0.2719888116058038
2011-05-19,224.806,96.4823,1947.532258064516,8.024,9.058064516129033,53.31599,47.46834132192191,-1.495378047023284,0.2943981222768508
2011-05-26,224.806,96.5397,1951.1225806451614,8.024,9.080645161290322,53.231564,47.64489956032058,-1.4286383842621602,0.3136868971695133
2011-06-02,224.82563333333334,96.60597333333332,1955.6766666666667,8.006533333333332,9.096666666666666,51.956718,47.72891197044777,-1.0811470852149336,0.4141171535894659
2011-06-09,224.9630666666667,96.72548666666667,1966.0133333333333,7.884266666666666,9.073333333333332,50.84227,47.25764941094634,-0.9166697985591484,0.4616535843415164
2011-06-16,225.1005,96.845,1976.35,7.762,9.05,51.036457,46.786386851444874,-1.086840531696773,0.4124716611939665
2011-06-23,225.23793333333333,96.96451333333333,1986.6866666666667,7.639733333333333,9.026666666666667,50.445461,46.31512429194342,-1.0562219415124299,0.4213208982018063
2011-06-30,225.37536666666668,97.08402666666667,1997.0233333333333,7.5174666666666665,9.003333333333334,53.365505,45.843861732442015,-1.9234569036290678,0.17067683931305477
2011-07-07,225.5326129032258,97.21008709677419,2020.4870967741936,7.5,9.0,53.170338,46.78963386643375,-1.6316925675879799,0.2550011581180023
2011-07-14,225.6931612903226,97.33723870967742,2046.1387096774192,7.5,9.0,51.973866,47.97157844934106,-1.0234768315624945,0.43078473167846726
