Date,IPMAN,M1SL,M1V,REVOLSL,TTLCONS,UMCSENT,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2002-03-07,91.56505806451612,1192.0612903225806,9.074548387096774,720.976329032258,847200.4838709678,95.17741935483872,5.738709677419355,38.554874,34.66838726560053,-1.124438587975958,0.007080322613099543
2002-03-14,91.61762580645161,1190.6161290322582,9.097354838709677,722.1667129032259,850291.5483870967,94.56774193548387,5.783870967741936,38.561703,34.62426803360789,-1.1391789336806322,-0.0014885643506935553
2002-03-21,91.67019354838709,1189.1709677419356,9.120161290322581,723.3570967741936,853382.6129032258,93.95806451612903,5.829032258064516,38.116482,34.5801488016153,-1.0231321447746082,0.0659719848500997
2002-03-28,91.72276129032258,1187.725806451613,9.142967741935484,724.5474806451613,856473.6774193548,93.34838709677419,5.8741935483870975,38.370323,34.53602956962268,-1.1093380179529058,0.015858615891210737
2002-04-04,91.80322,1187.14,9.156,725.54134,857509.5,93.39,5.890000000000001,37.780315,34.65070649495826,-0.9054585307546262,0.13437824324867287
2002-04-11,91.92086666666667,1187.7,9.156,726.2731666666667,855805.0,94.3,5.866666666666667,37.272648,34.977111630064734,-0.664144727836387,0.2746592611730849
2002-04-18,92.03851333333333,1188.26,9.156,727.0049933333333,854100.5,95.21000000000001,5.843333333333334,37.993015,35.30351676517121,-0.7781257995216095,0.2083995587990113
2002-04-25,92.15616,1188.82,9.156,727.73682,852396.0,96.12,5.82,36.291618,35.62992190027771,-0.1914419574510395,0.5494517720176196
2002-05-02,92.2923677419355,1189.4225806451611,9.156,728.5076258064516,850800.8709677419,96.75483870967743,5.8,36.751255,35.90100806189133,-0.24599349794655084,0.5177397624370988
2002-05-09,92.53994193548387,1190.2806451612903,9.156,729.5123064516129,849861.9677419355,95.73870967741937,5.8,35.934864,35.84018038254786,-0.027393870193871094,0.644816531060373
2002-05-16,92.78751612903226,1191.1387096774192,9.156,730.5169870967742,848923.0645161291,94.7225806451613,5.8,37.471607,35.77935270320437,-0.4896031202533231,0.37612413423801827
2002-05-23,93.03509032258064,1191.9967741935484,9.156,731.5216677419355,847984.1612903225,93.70645161290324,5.8,37.032532,35.71852502386092,-0.38016858150133176,0.4397408370812419
2002-05-30,93.28266451612903,1192.8548387096773,9.156,732.5263483870967,847045.2580645161,92.69032258064517,5.8,36.469986,35.65769734451743,-0.23501140521475117,0.5241238943380788
