Date,CSUSHPISA,IPMAN,M1SL,M1V,REVOLSL,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2007-08-02,178.11090322580648,107.56284838709678,1375.9451612903226,10.587,968.4602516129032,4.603225806451612,58.853104,59.15794376927464,0.08259824204650434,1.6278505567227521
2007-08-09,177.98422580645163,107.68708709677419,1375.5612903225806,10.587,970.1028129032258,4.625806451612903,59.56266,59.0514394917049,-0.13851839405262692,1.4662223260816292
2007-08-16,177.85754838709678,107.8113258064516,1375.1774193548388,10.587,971.7453741935484,4.648387096774194,59.738129,58.94493521413516,-0.21492081715762767,1.4103749295174943
2007-08-23,177.73087096774194,107.93556451612903,1374.7935483870967,10.587,973.387935483871,4.670967741935484,61.164833,58.838430936565416,-0.6303531891206071,1.1067089529723446
2007-08-30,177.6041935483871,108.05980322580645,1374.4096774193547,10.587,975.0304967741936,4.693548387096774,60.623161,58.731926658995675,-0.5124417730555408,1.192897915897965
2007-09-06,177.4125,108.04161666666667,1375.0666666666666,10.602,976.7253166666667,4.7,59.707619,58.91449590169193,-0.21490166392201873,1.4103889298371315
2007-09-13,177.1948,107.96646,1376.14,10.623,978.44104,4.7,60.996994,59.21269455249456,-0.48346709485835054,1.2140773533795857
2007-09-20,176.97709999999998,107.89130333333333,1377.2133333333334,10.644,980.1567633333333,4.7,62.583908,59.510893203297236,-0.8326525787449592,0.9588354461137096
2007-09-27,176.7594,107.81614666666667,1378.2866666666666,10.665,981.8724866666666,4.7,62.149006,59.80909185409988,-0.6340143723733566,1.1040327609786789
2007-10-04,176.49206451612903,107.83290000000001,1378.1935483870968,10.677,983.9863580645161,4.7,64.119759,59.90065396786097,-1.1431928960367441,0.7318417521426152
2007-10-11,176.15854838709677,107.9722,1376.5451612903225,10.677,986.6310935483871,4.7,64.050652,59.71670069889996,-1.1743112108955664,0.7090953941123223
2007-10-18,175.8250322580645,108.1115,1374.8967741935485,10.677,989.275829032258,4.7,61.096729,59.53274742993893,-0.4237705880291285,1.257713331859003
2007-10-25,175.49151612903225,108.2508,1373.2483870967742,10.677,991.920564516129,4.7,62.761658,59.348794160977924,-0.9247368022816633,0.8915252229538088
2007-11-01,175.158,108.3901,1371.6,10.677,994.5653,4.7,61.31155,59.16484089201689,-0.5816642589860969,1.142298792652802
2007-11-08,174.96946666666665,108.43791,1372.3466666666666,10.677,996.2126333333333,4.7700000000000005,59.078838,59.030028664603094,-0.013225194694365242,1.5578071045085333
2007-11-15,174.78093333333334,108.48572,1373.0933333333332,10.677,997.8599666666667,4.84,59.124882,58.895216437189305,-0.0622293206425241,1.5219868681353428
2007-11-22,174.5924,108.53353,1373.84,10.677,999.5073,4.91,58.035381,58.76040420977551,0.19644957320650203,1.711071745033871
2007-11-29,174.40386666666666,108.58134,1374.5866666666666,10.677,1001.1546333333333,4.98,60.268093,58.62559198236171,-0.44504592343491534,1.2421618343389695
