Date,CPIAUCSL,UMCSENT,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2017-11-02,247.43,98.41,4.10,107.0157,103.35,-0.9181,0.1039
2017-11-09,247.54,97.81,4.10,106.5369,103.18,-0.8396,0.1451
2017-11-16,247.66,97.20,4.10,106.6639,103.02,-0.9128,0.1067
2017-11-23,247.78,96.59,4.10,107.0645,102.85,-1.0545,0.0323
2017-11-30,247.89,95.99,4.10,110.2304,102.69,-1.8888,-0.4052
2017-12-07,248.17,95.86,4.10,110.1327,102.88,-1.8171,-0.3677
2017-12-14,248.47,95.82,4.10,110.5724,103.12,-1.8654,-0.3930
2017-12-21,248.77,95.77,4.10,112.9337,103.37,-2.3948,-0.6707
2017-12-28,249.07,95.73,4.10,113.1807,103.62,-2.3948,-0.6707
2018-01-04,249.28,96.09,4.10,114.5143,103.96,-2.6425,-0.8006
2018-01-11,249.37,96.99,4.10,116.2036,104.44,-2.9467,-0.9602
2018-01-18,249.45,97.89,4.10,116.8951,104.91,-3.0011,-0.9887
2018-01-25,249.53,98.80,4.10,118.5943,105.39,-3.3078,-1.1495
2018-02-01,249.62,99.70,4.10,117.5274,105.86,-2.9217,-0.9470
2018-02-08,249.58,100.13,4.10,107.4313,106.01,-0.3548,0.3993
2018-02-15,249.54,100.55,4.10,112.667,106.17,-1.6277,-0.2683
2018-02-22,249.50,100.98,4.10,110.958,106.32,-1.1613,-0.0237
2018-03-01,249.46,101.40,4.10,109.5947,106.47,-0.7815,0.1755
2018-03-08,249.59,100.81,4.05,111.6297,106.53,-1.2784,-0.0851
2018-03-15,249.71,100.23,4.01,111.5804,106.58,-1.2533,-0.0719
2018-03-22,249.84,99.64,3.96,108.0893,106.63,-0.3662,0.3933
2018-03-29,249.96,99.05,3.92,108.6357,106.68,-0.4903,0.3282
2018-04-05,250.08,98.69,3.89,109.7187,106.77,-0.7377,0.1985
2018-04-12,250.20,98.51,3.86,109.7386,106.90,-0.7104,0.2128
2018-04-19,250.33,98.32,3.84,110.5831,107.03,-0.8896,0.1188
2018-04-26,250.45,98.13,3.82,110.0565,107.16,-0.7254,0.2049
2018-05-03,250.56,98.01,3.81,107.3342,107.22,-0.0289,0.5703
2018-05-10,250.63,98.06,3.86,110.6328,107.10,-0.8841,0.1217
2018-05-17,250.70,98.10,3.90,111.3183,106.99,-1.0848,0.0164
2018-05-24,250.77,98.15,3.95,110.8414,106.87,-0.9944,0.0639
2018-05-31,250.85,98.19,3.99,109.4505,106.75,-0.6751,0.2313
2018-06-07,250.86,98.20,3.98,111.8449,106.83,-1.2567,-0.0737
2018-06-14,250.86,98.20,3.96,111.7754,106.93,-1.2133,-0.0510
2018-06-21,250.86,98.20,3.93,110.4241,107.03,-0.8490,0.1401
2018-06-28,250.86,98.20,3.91,110.08,107.14,-0.7369,0.1989
2018-07-05,250.86,98.20,3.90,110.7,107.18,-0.8810,0.1233
2018-07-12,250.86,98.20,3.90,112.29,107.18,-1.2792,-0.0856
2018-07-19,250.86,98.20,3.90,112.64,107.18,-1.3669,-0.1315
2018-07-26,250.86,98.20,3.90,114.17,107.18,-1.7501,-0.3325
2018-08-02,250.86,98.20,3.90,113.97,107.18,-1.7000,-0.3062
