Date,CSUSHPISA,RSAFS,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2007-09-20,176.98,374401.67,4.70,62.583908,60.97,-0.3576,0.7100
2007-09-27,176.76,374966.33,4.70,62.149006,61.20,-0.2093,0.7666
2007-10-04,176.49,375634.58,4.70,64.119759,61.48,-0.5826,0.6273
2007-10-11,176.16,376440.94,4.70,64.050652,61.82,-0.4919,0.6601
2007-10-18,175.83,377247.29,4.70,61.096729,62.17,0.2362,0.9391
2007-10-25,175.49,378053.65,4.70,62.761658,62.51,-0.0564,0.8257
2007-11-01,175.16,378860.00,4.70,61.31155,62.85,0.3394,0.9784
2007-11-08,174.97,377795.53,4.77,59.078838,62.20,0.6892,1.1056
2007-11-15,174.78,376731.07,4.84,59.124882,61.55,0.5354,1.0511
2007-11-22,174.59,375666.60,4.91,58.035381,60.90,0.6325,1.0858
2007-11-29,174.40,374602.13,4.98,60.268093,60.25,-0.0044,0.8459
2007-12-06,174.16,374449.29,5.00,60.92028,60.15,-0.1711,0.7813
2007-12-13,173.88,374661.10,5.00,59.347385,60.26,0.2023,0.9261
2007-12-20,173.61,374872.90,5.00,59.830746,60.38,0.1213,0.8948
2007-12-27,173.34,375084.71,5.00,59.094196,60.50,0.3099,0.9672
2008-01-03,173.04,375016.45,4.99,56.797951,60.54,0.8274,1.1525
2008-01-10,172.68,374248.03,4.97,56.66674,60.41,0.8274,1.1525
2008-01-17,172.32,373479.61,4.95,53.432838,60.28,1.5130,1.3501
2008-01-24,171.96,372711.19,4.93,54.528816,60.15,1.2419,1.2790
2008-01-31,171.60,371942.77,4.90,57.901646,60.02,0.4677,1.0263
2008-02-07,171.24,372021.69,4.94,54.876129,59.94,1.1190,1.2438
2008-02-14,170.88,372241.83,4.99,55.51675,59.87,0.9622,1.1960
2008-02-21,170.53,372461.97,5.04,55.57851,59.80,0.9333,1.1869
2008-02-28,170.17,372682.10,5.09,54.196945,59.73,1.2233,1.2738
2008-03-06,169.79,372717.10,5.08,52.483501,59.81,1.6193,1.3755
2008-03-13,169.40,372678.03,5.06,52.051285,59.95,1.7451,1.4039
2008-03-20,169.01,372638.97,5.04,54.690907,60.09,1.1922,1.2650
2008-03-27,168.62,372599.90,5.02,53.131832,60.22,1.5670,1.3631
2008-04-03,168.23,372802.93,5.03,55.864815,60.31,0.9823,1.2023
2008-04-10,167.84,373611.20,5.12,53.851315,60.27,1.4185,1.3263
2008-04-17,167.45,374419.47,5.21,55.857025,60.23,0.9667,1.1974
2008-04-24,167.06,375227.73,5.31,56.416752,60.19,0.8343,1.1548
2008-05-01,166.67,376036.00,5.40,57.334133,60.15,0.6229,1.0824
2008-05-08,166.30,376130.61,5.45,55.7715,60.05,0.9462,1.1910
2008-05-15,165.93,376225.23,5.49,57.116444,59.95,0.6269,1.0838
2008-05-22,165.56,376319.84,5.54,54.900829,59.85,1.0945,1.2365
2008-05-29,165.19,376414.45,5.58,55.825943,59.75,0.8680,1.1658
2008-06-05,164.84,376266.07,5.63,53.835762,59.56,1.2648,1.2854
2008-06-12,164.50,375935.43,5.67,53.470371,59.30,1.2870,1.2915
2008-06-19,164.16,375604.80,5.72,51.487991,59.03,1.6665,1.3863
2008-06-26,163.83,375274.17,5.77,49.311222,58.77,2.0890,1.4729
2008-07-03,163.48,374860.32,5.82,49.003239,58.45,2.0865,1.4724
2008-07-10,163.13,374238.45,5.89,48.024738,57.99,2.2020,1.4931
2008-07-17,162.77,373616.58,5.95,49.793865,57.53,1.7105,1.3962
2008-07-24,162.41,372994.71,6.02,49.637295,57.08,1.6444,1.3813
2008-07-31,162.06,372372.84,6.09,50.091343,56.62,1.4434,1.3327
2008-08-07,161.68,371208.84,6.10,51.586479,56.22,1.0233,1.2150
2008-08-14,161.30,369954.48,6.10,51.539494,55.82,0.9457,1.1908
2008-08-21,160.92,368700.13,6.10,50.889782,55.42,1.0012,1.2082
2008-08-28,160.54,367445.77,6.10,51.015018,55.02,0.8856,1.1716
2008-09-04,160.12,365351.10,6.14,50.02869,54.16,0.9126,1.1803
2008-09-11,159.66,362136.00,6.23,50.334,52.67,0.5168,1.0443
2008-09-18,159.20,358920.90,6.33,50.584507,51.19,0.1332,0.8994
2008-09-25,158.73,355705.80,6.42,48.564865,49.70,0.2512,0.9449
2008-10-02,158.26,352511.29,6.51,44.718033,48.24,0.7781,1.1360
2008-10-09,157.77,349440.32,6.58,36.882332,46.92,2.2174,1.4957
2008-10-16,157.28,346369.35,6.65,38.002838,45.60,1.6777,1.3889
2008-10-23,156.78,343298.39,6.71,35.272564,44.27,1.9888,1.4540
2008-10-30,156.29,340227.42,6.78,39.194359,42.95,0.8302,1.1534
2008-11-06,155.73,338140.17,6.88,37.363663,41.85,0.9912,1.2051
2008-11-13,155.14,336446.40,7.00,34.799122,40.84,1.3339,1.3042
2008-11-20,154.55,334752.63,7.12,30.940434,39.82,1.9625,1.4489
2008-11-27,153.96,333058.87,7.23,35.564529,38.81,0.7168,1.1152
2008-12-04,153.42,332559.19,7.35,35.359371,38.23,0.6336,1.0862
2008-12-11,152.94,333651.65,7.46,34.901684,38.22,0.7335,1.1209
2008-12-18,152.47,334744.10,7.57,35.130531,38.22,0.6817,1.1030
2008-12-25,151.99,335836.55,7.69,34.207283,38.21,0.8844,1.1712
2009-01-01,151.52,336929.00,7.80,36.885708,38.20,0.2913,0.9602
2009-01-08,151.18,336623.48,7.91,35.130772,37.67,0.5615,1.0605
2009-01-15,150.84,336317.97,8.03,32.865295,37.14,0.9444,1.1904
2009-01-22,150.51,336012.45,8.14,32.003777,36.61,1.0171,1.2131
2009-01-29,150.17,335706.94,8.25,31.660769,36.07,0.9752,1.2001
2009-02-05,149.84,334743.29,8.36,32.913151,35.33,0.5350,1.0509
2009-02-12,149.50,333286.04,8.46,31.054516,34.44,0.7479,1.1258
2009-02-19,149.16,331828.79,8.56,28.54973,33.54,1.1035,1.2392
2009-02-26,148.82,330371.54,8.66,27.504742,32.65,1.1366,1.2489
2009-03-05,148.58,329954.10,8.74,25.143549,32.19,1.5574,1.3608
2009-03-12,148.42,330316.52,8.81,28.469952,32.06,0.7941,1.1414
2009-03-19,148.26,330678.94,8.87,28.972509,31.94,0.6548,1.0937
2009-03-26,148.10,331041.35,8.94,30.695543,31.81,0.2459,0.9428
2009-04-02,147.95,331448.80,9.01,32.01078,31.68,-0.0733,0.8192
2009-04-09,147.89,332126.40,9.11,32.905563,31.54,-0.3009,0.7315
2009-04-16,147.84,332804.00,9.20,33.79229,31.41,-0.5268,0.6474
2009-04-23,147.78,333481.60,9.29,33.268307,31.27,-0.4410,0.6789
2009-04-30,147.72,334159.20,9.39,33.623001,31.14,-0.5493,0.6392
2009-05-07,147.79,335345.10,9.42,36.525024,31.42,-1.1280,0.4489
2009-05-14,147.87,336615.71,9.44,34.308197,31.77,-0.5602,0.6353
2009-05-21,147.96,337886.32,9.46,34.4533,32.13,-0.5144,0.6519
2009-05-28,148.05,339156.94,9.49,35.678596,32.48,-0.7071,0.5835
2009-06-04,148.14,339946.40,9.50,36.12196,32.70,-0.7565,0.5666
2009-06-11,148.21,340094.33,9.50,36.460522,32.74,-0.8219,0.5446
2009-06-18,148.28,340242.27,9.50,35.372269,32.78,-0.5721,0.6310
2009-06-25,148.36,340390.20,9.50,35.162689,32.83,-0.5164,0.6512
2009-07-02,148.42,340715.42,9.50,34.61837,32.92,-0.3750,0.7035
2009-07-09,148.39,342104.35,9.53,33.757988,33.33,-0.0936,0.8113
2009-07-16,148.36,343493.29,9.55,36.160576,33.75,-0.5331,0.6451
2009-07-23,148.33,344882.23,9.57,37.759598,34.16,-0.7951,0.5536
2009-07-30,148.29,346271.16,9.59,38.425175,34.57,-0.8509,0.5351
2009-08-06,148.25,345351.71,9.63,40.024208,34.09,-1.3119,0.3971
2009-08-13,148.19,343508.90,9.68,39.75634,33.24,-1.4399,0.3635
2009-08-20,148.13,341666.10,9.72,40.681675,32.39,-1.8316,0.2730
2009-08-27,148.07,339823.29,9.77,40.88459,31.54,-2.0637,0.2271
2009-09-03,148.02,338716.80,9.81,40.137829,30.96,-2.0276,0.2339
2009-09-10,147.98,339451.10,9.86,41.11187,31.04,-2.2258,0.1981
2009-09-17,147.94,340185.40,9.91,42.256336,31.12,-2.4616,0.1600
2009-09-24,147.90,340919.70,9.95,41.055035,31.19,-2.1792,0.2062
2009-10-01,147.86,341654.00,10.00,40.419937,31.27,-2.0218,0.2350
2009-10-08,147.92,342268.42,9.98,42.354809,31.58,-2.3814,0.1724
2009-10-15,147.99,342882.84,9.95,42.844643,31.88,-2.4218,0.1661
2009-10-22,148.05,343497.26,9.93,42.232342,32.19,-2.2186,0.1994
2009-10-29,148.12,344111.68,9.91,40.272991,32.50,-1.7178,0.2975
2009-11-05,148.12,344601.27,9.90,41.530235,32.72,-1.9475,0.2494
2009-11-12,148.07,344997.23,9.90,42.583401,32.87,-2.1470,0.2119
2009-11-19,148.02,345393.20,9.90,42.656868,33.02,-2.1300,0.2150
2009-11-26,147.98,345789.17,9.90,42.575241,33.17,-2.0787,0.2243
2009-12-03,147.91,346078.58,9.89,43.350811,33.31,-2.2187,0.1994
2009-12-10,147.78,346101.61,9.87,43.473267,33.43,-2.2191,0.1993
2009-12-17,147.66,346124.65,9.85,43.309986,33.55,-2.1563,0.2103
2009-12-24,147.54,346147.68,9.83,43.701859,33.67,-2.2162,0.1998
2009-12-31,147.41,346170.71,9.80,43.570789,33.79,-2.1605,0.2095
2010-01-07,147.05,346294.19,9.80,45.083145,33.90,-2.4702,0.1587
2010-01-14,146.66,346434.42,9.80,44.73793,34.01,-2.3699,0.1743
2010-01-21,146.26,346574.65,9.80,43.143379,34.12,-1.9934,0.2404
2010-01-28,145.87,346714.87,9.80,42.666653,34.23,-1.8640,0.2662
2010-02-04,145.66,347632.00,9.81,42.198154,34.55,-1.6903,0.3036
2010-02-11,145.72,349585.00,9.84,42.477612,35.14,-1.6207,0.3195
2010-02-18,145.77,351538.00,9.86,43.825584,35.74,-1.7871,0.2824
2010-02-25,145.83,353491.00,9.89,43.776276,36.33,-1.6448,0.3140
2010-03-04,145.91,354864.52,9.90,45.16534,36.76,-1.8577,0.2675
2010-03-11,146.03,355465.39,9.90,45.600964,36.96,-1.9098,0.2569
2010-03-18,146.15,356066.26,9.90,46.168095,37.16,-1.9909,0.2409
2010-03-25,146.27,356667.13,9.90,46.357143,37.36,-1.9885,0.2414
2010-04-01,146.39,357268.00,9.90,47.034573,37.56,-2.0939,0.2215
2010-04-08,146.39,356509.67,9.83,47.785881,37.58,-2.2560,0.1930
2010-04-15,146.38,355751.33,9.76,47.653782,37.59,-2.2228,0.1987
2010-04-22,146.38,354993.00,9.69,48.685795,37.61,-2.4468,0.1622
2010-04-29,146.38,354234.67,9.62,47.521694,37.63,-2.1856,0.2051
2010-05-06,146.27,354035.58,9.57,44.599056,37.79,-1.5040,0.3475
2010-05-13,146.11,354060.19,9.52,45.556763,38.01,-1.6670,0.3089
2010-05-20,145.96,354084.81,9.48,43.64962,38.23,-1.1970,0.4289
2010-05-27,145.81,354109.42,9.43,43.756939,38.45,-1.1722,0.4361
2010-06-03,145.65,354157.67,9.40,42.568077,38.63,-0.8707,0.5286
2010-06-10,145.48,354265.00,9.40,43.64962,38.69,-1.0956,0.4585
2010-06-17,145.31,354372.33,9.40,44.61557,38.76,-1.2948,0.4017
2010-06-24,145.14,354479.67,9.40,42.840527,38.82,-0.8885,0.5228
2010-07-01,144.97,354587.00,9.40,40.753929,38.88,-0.4133,0.6892
2010-07-08,144.72,355068.19,9.42,43.102398,39.00,-0.9066,0.5170
2010-07-15,144.48,355549.39,9.45,42.538113,39.12,-0.7563,0.5667
2010-07-22,144.24,356030.58,9.47,43.948849,39.23,-1.0424,0.4745
2010-07-29,143.99,356511.77,9.49,44.139706,39.35,-1.0589,0.4695
2010-08-05,143.77,357050.90,9.50,44.820179,39.53,-1.1679,0.4373
2010-08-12,143.57,357633.48,9.50,43.260071,39.78,-0.7700,0.5620
2010-08-19,143.37,358216.06,9.50,42.787052,40.02,-0.6123,0.6167
2010-08-26,143.17,358798.65,9.50,42.662579,40.26,-0.5317,0.6456
2010-09-02,142.98,359438.57,9.50,44.305683,40.53,-0.8343,0.5405
2010-09-09,142.87,360422.53,9.47,44.496555,41.00,-0.7726,0.5611
2010-09-16,142.76,361406.50,9.45,44.878281,41.47,-0.7531,0.5678
2010-09-23,142.64,362390.47,9.43,45.318096,41.94,-0.7463,0.5700
2010-09-30,142.53,363374.43,9.40,45.590591,42.41,-0.7027,0.5850
2010-10-07,142.45,364257.45,9.48,46.400982,42.43,-0.8767,0.5267
2010-10-14,142.37,365123.65,9.57,46.275661,42.38,-0.8604,0.5320
2010-10-21,142.29,365989.84,9.66,46.634907,42.33,-0.9512,0.5028
2010-10-28,142.21,366856.03,9.75,46.50959,42.28,-0.9350,0.5079
2010-11-04,142.16,367541.90,9.75,48.280746,42.53,-1.2711,0.4082
2010-11-11,142.13,367987.33,9.63,47.228081,43.18,-0.8944,0.5209
2010-11-18,142.11,368432.77,9.52,47.177948,43.83,-0.7393,0.5725
2010-11-25,142.08,368878.20,9.40,46.367554,44.48,-0.4161,0.6881
2010-12-02,142.04,369340.13,9.29,48.080246,45.10,-0.6582,0.6005
2010-12-09,141.92,369901.03,9.25,49.024296,45.51,-0.7763,0.5599
2010-12-16,141.80,370461.94,9.20,49.199745,45.92,-0.7246,0.5775
2010-12-23,141.68,371022.84,9.16,49.64254,46.33,-0.7320,0.5749
2010-12-30,141.56,371583.74,9.11,50.084099,46.74,-0.7392,0.5725
2011-01-06,141.34,372278.52,9.08,50.790096,47.14,-0.8056,0.5501
2011-01-13,141.08,373026.84,9.06,51.790264,47.55,-0.9374,0.5072
2011-01-20,140.82,373775.16,9.04,51.61377,47.95,-0.8091,0.5489
2011-01-27,140.55,374523.48,9.02,51.311188,48.36,-0.6530,0.6023
2011-02-03,140.34,375300.21,9.00,52.689568,48.74,-0.8736,0.5277
2011-02-10,140.25,376147.96,9.00,53.395573,49.06,-0.9587,0.5004
2011-02-17,140.15,376995.71,9.00,54.101589,49.38,-1.0438,0.4741
2011-02-24,140.06,377843.46,9.00,53.185467,49.70,-0.7705,0.5619
2011-03-03,139.99,378599.97,9.01,53.143433,49.96,-0.7045,0.5844
2011-03-10,139.99,379128.35,9.03,52.706379,50.05,-0.5865,0.6259
2011-03-17,140.00,379656.74,9.05,51.91634,50.15,-0.3906,0.6976
2011-03-24,140.00,380185.13,9.07,52.790432,50.25,-0.5624,0.6345
2011-03-31,140.00,380713.52,9.10,53.738129,50.34,-0.7505,0.5686
2011-04-07,139.98,380691.60,9.08,53.72126,50.41,-0.7323,0.5748
2011-04-14,139.96,380577.97,9.06,53.248455,50.47,-0.6146,0.6159
2011-04-21,139.93,380464.33,9.03,53.619934,50.53,-0.6834,0.5917
2011-04-28,139.90,380350.70,9.01,54.776592,50.59,-0.9257,0.5109
2011-05-05,139.89,380675.81,9.01,53.712811,50.70,-0.6667,0.5975
2011-05-12,139.88,381329.97,9.04,53.442638,50.84,-0.5752,0.6299
2011-05-19,139.87,381984.13,9.06,53.31599,50.98,-0.5153,0.6516
2011-05-26,139.86,382638.29,9.08,53.231564,51.13,-0.4648,0.6701
2011-06-02,139.84,383185.43,9.10,51.956718,51.26,-0.1537,0.7880
2011-06-09,139.81,383090.47,9.07,50.84227,51.33,0.1075,0.8894
2011-06-16,139.78,382995.50,9.05,51.036457,51.40,0.0795,0.8786
2011-06-23,139.75,382900.53,9.03,50.445461,51.46,0.2250,0.9348
2011-06-30,139.72,382805.57,9.00,53.365505,51.53,-0.4053,0.6921
2011-07-07,139.63,383012.06,9.00,53.170338,51.63,-0.3398,0.7168
2011-07-14,139.54,383268.81,9.00,51.973866,51.74,-0.0518,0.8275
2011-07-21,139.44,383525.55,9.00,52.975163,51.85,-0.2494,0.7512
2011-07-28,139.35,383782.29,9.00,50.726505,51.95,0.2711,0.9525
2011-08-04,139.23,384295.29,9.00,46.958931,52.16,1.1484,1.2524
2011-08-11,139.09,385149.97,9.00,45.821869,52.49,1.4728,1.3401
2011-08-18,138.94,386004.65,9.00,44.090805,52.82,1.9284,1.4421
2011-08-25,138.80,386859.32,9.00,45.906723,53.15,1.6002,1.3710
2011-09-01,138.65,387714.00,9.00,45.703072,53.48,1.7183,1.3979
2011-09-08,138.49,388232.93,8.95,44.837536,53.89,1.9995,1.4561
2011-09-15,138.32,388751.87,8.91,47.145611,54.29,1.5795,1.3661
2011-09-22,138.15,389270.80,8.86,43.691998,54.70,2.4326,1.5309
2011-09-29,137.99,389789.73,8.81,43.768364,55.11,2.5058,1.5420
2011-10-06,137.81,390203.97,8.77,44.891373,55.48,2.3386,1.5160
2011-10-13,137.63,390576.32,8.72,47.351646,55.83,1.8723,1.4308
2011-10-20,137.45,390948.68,8.68,48.496342,56.18,1.6967,1.3932
2011-10-27,137.27,391321.03,8.63,50.495327,56.53,1.3324,1.3038
2011-11-03,137.10,391604.80,8.59,48.949116,56.81,1.7379,1.4023
2011-11-10,136.99,391667.10,8.57,49.470219,56.95,1.6529,1.3832
2011-11-17,136.88,391729.40,8.55,47.513954,57.09,2.1153,1.4777
2011-11-24,136.77,391791.70,8.52,45.190369,57.22,2.6588,1.5640
2011-12-01,136.66,391854.00,8.50,48.744087,57.36,1.9037,1.4372
2011-12-08,136.65,392647.03,8.45,49.28228,57.84,1.8903,1.4345
2011-12-15,136.63,393440.06,8.41,48.017967,58.31,2.2752,1.5056
2011-12-22,136.62,394233.10,8.36,49.794842,58.79,1.9881,1.4539
2011-12-29,136.61,395026.13,8.32,49.741219,59.27,2.1055,1.4759
2012-01-05,136.60,395987.42,8.30,50.842182,59.70,1.9574,1.4479
2012-01-12,136.58,397074.90,8.30,51.607681,60.10,1.8757,1.4315
2012-01-19,136.57,398162.39,8.30,52.682838,60.49,1.7255,1.3996
2012-01-26,136.56,399249.87,8.30,52.459217,60.89,1.8623,1.4287
2012-02-02,136.60,400237.76,8.30,53.758003,61.25,1.6564,1.3840
2012-02-09,136.93,400628.07,8.27,53.534378,61.45,1.7485,1.4046
2012-02-16,137.26,401018.38,8.25,54.48912,61.64,1.5802,1.3663
2012-02-23,137.59,401408.69,8.22,54.35149,61.83,1.6533,1.3833
2012-03-01,137.92,401799.00,8.20,54.540726,62.03,1.6542,1.3835
2012-03-08,138.21,401375.39,8.20,54.66114,61.83,1.5846,1.3673
2012-03-15,138.49,400951.77,8.20,56.209381,61.64,1.1994,1.2671
2012-03-22,138.77,400528.16,8.20,55.891129,61.44,1.2266,1.2748
2012-03-29,139.05,400104.55,8.20,55.848125,61.25,1.1931,1.2653
2012-04-05,139.30,399846.20,8.20,55.327389,61.12,1.2792,1.2893
2012-04-12,139.54,399711.80,8.20,54.203373,61.03,1.5093,1.3491
2012-04-19,139.77,399577.40,8.20,54.704849,60.95,1.3802,1.3164
2012-04-26,140.00,399443.00,8.20,55.595421,60.87,1.1651,1.2572
2012-05-03,140.22,399140.42,8.20,54.203373,60.73,1.4412,1.3321
2012-05-10,140.42,398417.39,8.20,53.589489,60.44,1.5127,1.3500
2012-05-17,140.61,397694.35,8.20,51.133957,60.14,1.9910,1.4544
2012-05-24,140.81,396971.32,8.20,51.920765,59.85,1.7529,1.4056
2012-05-31,141.01,396248.29,8.20,50.364437,59.56,2.0326,1.4624
2012-06-07,141.16,396410.80,8.20,52.396309,59.60,1.5917,1.3690
2012-06-14,141.30,396720.90,8.20,53.234997,59.69,1.4264,1.3284
2012-06-21,141.45,397031.00,8.20,52.672989,59.78,1.5707,1.3640
2012-06-28,141.59,397341.10,8.20,54.138447,59.87,1.2669,1.2860
2012-07-05,141.74,398077.74,8.19,53.608196,60.17,1.4503,1.3344
2012-07-12,141.88,399134.29,8.16,53.712509,60.63,1.5280,1.3537
2012-07-19,142.02,400190.84,8.14,53.764668,61.08,1.6173,1.3750
2012-07-26,142.16,401247.39,8.12,54.859947,61.54,1.4760,1.3409
2012-08-02,142.30,402257.03,8.09,55.1642,62.01,1.5117,1.3497
2012-08-09,142.45,402985.26,8.02,55.8857,62.53,1.4684,1.3390
2012-08-16,142.59,403713.48,7.95,56.268181,63.06,1.5000,1.3468
2012-08-23,142.73,404441.71,7.89,55.929157,63.58,1.6910,1.3919
2012-08-30,142.88,405169.94,7.82,55.798771,64.11,1.8359,1.4233
2012-09-06,143.03,405464.67,7.80,57.293919,64.27,1.5418,1.3571
2012-09-13,143.20,405586.00,7.80,58.667381,64.29,1.2428,1.2793
2012-09-20,143.36,405707.33,7.80,58.180584,64.31,1.3548,1.3097
2012-09-27,143.52,405828.67,7.80,57.189606,64.33,1.5782,1.3658
2012-10-04,143.71,406066.19,7.79,58.603752,64.43,1.2876,1.2916
2012-10-11,143.93,406458.65,7.77,57.362076,64.63,1.6069,1.3726
2012-10-18,144.15,406851.10,7.75,58.052868,64.84,1.4993,1.3467
2012-10-25,144.37,407243.55,7.72,57.047279,65.04,1.7665,1.4085
2012-11-01,144.60,407636.00,7.70,57.309605,65.25,1.7535,1.4057
2012-11-08,144.81,407909.00,7.75,55.831825,65.12,2.0518,1.4660
2012-11-15,145.03,408182.00,7.79,54.948666,64.99,2.2188,1.4960
2012-11-22,145.24,408455.00,7.84,56.916107,64.86,1.7559,1.4062
2012-11-29,145.45,408728.00,7.89,57.195927,64.74,1.6659,1.3862
2012-12-06,145.73,409364.87,7.92,57.746822,64.80,1.5589,1.3612
2012-12-13,146.03,410147.29,7.94,57.834259,64.95,1.5716,1.3642
2012-12-20,146.33,410929.71,7.96,58.253986,65.09,1.5108,1.3495
2012-12-27,146.64,411712.13,7.98,57.506542,65.24,1.7079,1.3957
2013-01-03,146.91,412574.42,7.98,60.236969,65.52,1.1675,1.2579
2013-01-10,147.13,413636.39,7.91,60.413136,66.16,1.2689,1.2865
2013-01-17,147.35,414698.35,7.85,61.249889,66.79,1.2244,1.2741
2013-01-24,147.57,415760.32,7.78,62.289207,67.43,1.1351,1.2485
2013-01-31,147.79,416822.29,7.71,62.861721,68.06,1.1489,1.2525
2013-02-07,148.29,416356.21,7.66,62.967426,68.04,1.1205,1.2442
2013-02-14,148.83,415635.46,7.61,63.170006,67.91,1.0464,1.2221
2013-02-21,149.38,414914.71,7.56,63.16119,67.77,1.0191,1.2137
2013-02-28,149.92,414193.96,7.51,63.16119,67.64,0.9898,1.2047
2013-03-07,150.30,413754.61,7.52,64.64093,67.38,0.6041,1.0757
2013-03-14,150.65,413362.16,7.54,65.222237,67.09,0.4120,1.0057
2013-03-21,151.00,412969.71,7.56,64.949196,66.80,0.4087,1.0044
2013-03-28,151.35,412577.26,7.59,65.002045,66.51,0.3334,0.9761
2013-04-04,151.69,412539.20,7.59,64.920853,66.44,0.3348,0.9767
2013-04-11,152.00,412973.67,7.57,66.239975,66.65,0.0895,0.8825
2013-04-18,152.30,413408.13,7.54,64.726082,66.85,0.4703,1.0273
2013-04-25,152.61,413842.60,7.52,65.956688,67.06,0.2446,0.9423
2013-05-02,152.92,414262.61,7.50,67.054489,67.25,0.0441,0.8648
2013-05-09,153.22,414595.90,7.50,67.842453,67.33,-0.1130,0.8038
2013-05-16,153.51,414929.19,7.50,69.497978,67.41,-0.4617,0.6712
2013-05-23,153.81,415262.48,7.50,68.834015,67.49,-0.2980,0.7326
2013-05-30,154.10,415595.77,7.50,68.134598,67.56,-0.1264,0.7986
2013-06-06,154.42,416160.00,7.47,68.851692,67.86,-0.2191,0.7628
2013-06-13,154.74,416816.60,7.42,68.214272,68.25,0.0069,0.8503
2013-06-20,155.06,417473.20,7.37,66.895126,68.63,0.3836,0.9950
2013-06-27,155.37,418129.80,7.33,67.081039,69.02,0.4277,1.0115
2013-07-04,155.69,418411.81,7.29,68.493813,69.22,0.1612,0.9102
2013-07-11,156.02,418194.35,7.27,70.416702,69.19,-0.2707,0.7430
2013-07-18,156.34,417976.90,7.25,71.422661,69.16,-0.5000,0.6572
2013-07-25,156.66,417759.45,7.22,71.235687,69.13,-0.4657,0.6697
2013-08-01,156.98,417542.00,7.20,71.903374,69.10,-0.6203,0.6139
2013-08-08,157.27,417514.90,7.20,70.9695,69.04,-0.4254,0.6847
2013-08-15,157.55,417487.81,7.20,69.5086,68.99,-0.1141,0.8033
2013-08-22,157.84,417460.71,7.20,69.066,68.94,-0.0277,0.8369
2013-08-29,158.12,417433.61,7.20,68.216,68.89,0.1486,0.9054
2013-09-05,158.38,417704.53,7.20,68.8977,68.95,0.0112,0.8520
2013-09-12,158.62,418198.97,7.20,70.1904,69.09,-0.2426,0.7538
2013-09-19,158.86,418693.40,7.20,71.6777,69.24,-0.5394,0.6428
2013-09-26,159.10,419187.83,7.20,70.5326,69.38,-0.2545,0.7492
2013-10-03,159.32,419617.84,7.18,69.5976,69.58,-0.0030,0.8465
2013-10-10,159.51,419886.77,7.11,70.5237,69.94,-0.1297,0.7973
2013-10-17,159.70,420155.71,7.05,72.082,70.29,-0.3962,0.6956
2013-10-24,159.89,420424.65,6.98,72.6073,70.64,-0.4344,0.6813
2013-10-31,160.07,420693.58,6.91,72.7943,70.99,-0.3979,0.6949
2013-11-07,160.29,421178.00,6.86,72.6964,71.34,-0.2986,0.7324
2013-11-14,160.51,421698.33,6.81,74.3348,71.70,-0.5830,0.6271
2013-11-21,160.72,422218.67,6.77,74.7622,72.05,-0.5999,0.6211
2013-11-28,160.94,422739.00,6.72,74.9581,72.40,-0.5656,0.6334
2013-12-05,161.16,422423.42,6.69,73.7471,72.39,-0.3000,0.7318
2013-12-12,161.38,421480.90,6.66,73.5156,72.11,-0.3106,0.7278
2013-12-19,161.60,420538.39,6.64,74.8513,71.83,-0.6674,0.5973
2013-12-26,161.82,419595.87,6.62,76.1954,71.55,-1.0261,0.4795
2014-01-02,162.02,418970.42,6.60,75.8819,71.36,-0.9988,0.4879
2014-01-09,162.16,420247.35,6.63,76.1954,71.71,-0.9913,0.4902
2014-01-16,162.31,421524.29,6.65,76.3118,72.06,-0.9402,0.5063
2014-01-23,162.45,422801.23,6.67,75.2639,72.40,-0.6319,0.6097
2014-01-30,162.59,424078.16,6.69,74.0547,72.75,-0.2880,0.7364
2014-02-06,162.73,425251.93,6.70,73.0426,73.13,0.0191,0.8551
2014-02-13,162.87,426384.43,6.70,74.9683,73.52,-0.3203,0.7241
2014-02-20,163.00,427516.93,6.70,75.5057,73.91,-0.3530,0.7118
2014-02-27,163.14,428649.43,6.70,76.0342,74.30,-0.3836,0.7003
2014-03-06,163.23,429731.87,6.64,77.109,74.95,-0.4778,0.6653
2014-03-13,163.29,430794.29,6.55,76.1148,75.70,-0.0919,0.8119
2014-03-20,163.36,431856.71,6.45,77.3777,76.45,-0.2048,0.7683
2014-03-27,163.43,432919.13,6.36,77.1977,77.20,0.0012,0.8481
2014-04-03,163.49,433726.13,6.30,78.8818,77.76,-0.2489,0.7513
2014-04-10,163.54,433894.60,6.30,77.1527,77.81,0.1448,0.9039
2014-04-17,163.60,434063.07,6.30,78.4945,77.86,-0.1400,0.7933
2014-04-24,163.66,434231.53,6.30,78.8728,77.91,-0.2120,0.7655
2014-05-01,163.71,434400.00,6.30,79.0799,77.97,-0.2461,0.7524
2014-05-08,163.78,434689.48,6.25,78.8998,78.25,-0.1436,0.7919
2014-05-15,163.85,434978.97,6.21,78.6296,78.53,-0.0212,0.8394
2014-05-22,163.91,435268.45,6.16,79.1069,78.82,-0.0640,0.8228
2014-05-29,163.98,435557.94,6.12,79.9625,79.10,-0.1904,0.7738
2014-06-05,164.07,435762.53,6.11,80.8495,79.19,-0.3673,0.7064
2014-06-12,164.17,435903.47,6.14,80.5659,79.13,-0.3183,0.7249
2014-06-19,164.27,436044.40,6.16,82.0248,79.06,-0.6543,0.6018
