Date,CE16OV,IPMAN,M1SL,M1V,RSAFS,UMCSENT,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2016-04-21,151024.67,100.65,3229.40,5.77,455001.00,92.80,4.80,86.7772,89.79,0.9017,0.8486
2016-04-28,151041.00,100.63,3237.66,5.77,455513.40,94.13,4.73,87.2018,90.81,1.0771,0.9044
2016-05-05,151062.97,100.65,3242.04,5.77,456285.26,94.55,4.73,85.5695,91.21,1.6853,1.0357
2016-05-12,151089.16,100.72,3243.51,5.77,457251.71,94.27,4.77,86.0884,91.16,1.5143,1.0063
2016-05-19,151115.35,100.79,3244.97,5.77,458218.16,94.00,4.82,85.1449,91.10,1.7803,1.0501
2016-05-26,151141.55,100.85,3246.44,5.77,459184.61,93.73,4.86,87.098,91.05,1.1806,0.9328
2016-06-02,151174.67,100.92,3247.55,5.77,460009.27,93.38,4.90,87.8057,90.91,0.9273,0.8574
2016-06-09,151249.33,100.96,3246.53,5.75,459983.13,92.57,4.90,88.4473,90.25,0.5385,0.6948
2016-06-16,151324.00,100.99,3245.50,5.74,459957.00,91.75,4.90,86.8621,89.59,0.8153,0.8171
2016-06-23,151398.67,101.03,3244.47,5.72,459930.87,90.93,4.90,88.8356,88.93,0.0284,0.3857
2016-06-30,151473.33,101.07,3243.45,5.71,459904.73,90.12,4.90,88.1618,88.27,0.0328,0.3886
2016-07-07,151523.29,101.01,3257.64,5.70,459934.87,89.96,4.90,87.6494,88.90,0.3749,0.6061
2016-07-14,151569.13,100.94,3274.37,5.70,459974.39,89.92,4.90,90.7811,89.75,-0.3076,0.1671
2016-07-21,151614.97,100.87,3291.11,5.70,460013.90,89.87,4.90,90.5343,90.60,0.0195,0.3798
2016-07-28,151660.81,100.80,3307.84,5.70,460053.42,89.83,4.90,90.4299,91.45,0.3041,0.5641
2016-08-04,151699.39,100.78,3318.56,5.70,460289.58,89.94,4.91,89.9365,91.98,0.6112,0.7302
2016-08-11,151728.29,100.85,3321.27,5.70,460787.94,90.25,4.93,91.0942,92.10,0.2998,0.5614
2016-08-18,151757.19,100.91,3323.98,5.70,461286.29,90.57,4.95,91.5592,92.21,0.1954,0.4960
2016-08-25,151786.10,100.98,3326.69,5.70,461784.65,90.88,4.98,90.9139,92.33,0.4229,0.6333
2016-09-01,151815.00,101.04,3329.40,5.70,462283.00,91.20,5.00,90.9424,92.44,0.4490,0.6477
2016-09-08,151843.93,101.10,3331.06,5.70,462736.83,90.27,4.98,91.6826,92.40,0.2134,0.5075
2016-09-15,151872.87,101.15,3332.71,5.69,463190.67,89.33,4.95,89.6802,92.35,0.7974,0.8102
2016-09-22,151901.80,101.21,3334.37,5.69,463644.50,88.40,4.93,90.7621,92.30,0.4596,0.6535
2016-09-29,151930.73,101.26,3336.03,5.68,464098.33,87.47,4.91,89.8538,92.25,0.7167,0.7774
2016-10-06,151969.16,101.28,3338.56,5.68,464215.90,88.26,4.85,90.589,92.63,0.6090,0.7292
2016-10-13,152011.39,101.30,3341.45,5.68,464198.97,89.75,4.78,89.3477,93.17,1.1427,0.9228
2016-10-20,152053.61,101.31,3344.35,5.68,464182.03,91.25,4.72,89.7774,93.72,1.1769,0.9318
2016-10-27,152095.84,101.33,3347.24,5.68,464165.10,92.74,4.65,89.6055,94.26,1.3909,0.9819
2016-11-03,152133.13,101.36,3348.79,5.68,464404.67,94.09,4.61,88.0968,94.66,1.9604,1.0744
2016-11-10,152158.10,101.44,3346.99,5.68,465285.50,95.12,4.63,92.7088,94.68,0.5905,0.7204
2016-11-17,152183.07,101.53,3345.19,5.68,466166.33,96.15,4.65,93.6446,94.71,0.3192,0.5732
2016-11-24,152208.03,101.61,3343.40,5.68,467047.17,97.17,4.68,94.6568,94.74,0.0252,0.3835
2016-12-01,152233.00,101.70,3341.60,5.68,467928.00,98.20,4.70,95.2106,94.77,-0.1319,0.2787
2016-12-08,152197.55,101.77,3354.27,5.66,469153.90,98.27,4.72,97.6933,95.53,-0.6452,-0.0127
2016-12-15,152162.10,101.85,3366.94,5.65,470379.81,98.34,4.75,98.1134,96.30,-0.5421,0.0368
2016-12-22,152126.65,101.93,3379.60,5.64,471605.71,98.40,4.77,98.1514,97.06,-0.3247,0.1568
2016-12-29,152091.19,102.00,3392.27,5.62,472831.61,98.47,4.79,97.5365,97.83,0.0878,0.4254
2017-01-05,152132.13,102.05,3397.09,5.62,473074.16,98.22,4.79,98.3915,97.92,-0.1421,0.2720
2017-01-12,152230.35,102.08,3396.03,5.62,472579.19,97.72,4.76,98.0169,97.49,-0.1569,0.2623
2017-01-19,152328.58,102.11,3394.97,5.62,472084.23,97.22,4.74,97.3828,97.07,-0.0940,0.3037
2017-01-26,152426.81,102.14,3393.91,5.62,471589.26,96.73,4.72,98.843,96.64,-0.6572,-0.0181
2017-02-02,152530.75,102.15,3394.81,5.62,471196.29,96.32,4.69,97.8151,96.36,-0.4335,0.0941
2017-02-09,152669.00,102.04,3407.51,5.62,471415.29,96.47,4.64,99.0352,96.95,-0.6228,-0.0023
2017-02-16,152807.25,101.94,3420.21,5.62,471634.29,96.62,4.59,100.9373,97.54,-1.0158,-0.1528
2017-02-23,152945.50,101.83,3432.91,5.62,471853.29,96.77,4.54,101.8115,98.13,-1.1017,-0.1782
2017-03-02,153067.13,101.78,3443.79,5.62,472141.13,96.90,4.50,102.5512,98.62,-1.1747,-0.1980
2017-03-09,153089.03,102.04,3443.72,5.60,472842.03,96.93,4.47,101.4561,98.57,-0.8631,-0.1016
2017-03-16,153110.94,102.31,3443.65,5.59,473542.94,96.95,4.45,101.9364,98.52,-1.0223,-0.1548
2017-03-23,153132.84,102.58,3443.59,5.57,474243.84,96.97,4.43,99.8325,98.46,-0.4091,0.1077
2017-03-30,153154.74,102.85,3443.52,5.56,474944.74,96.99,4.41,100.891,98.41,-0.7411,-0.0543
2017-04-06,153116.17,102.86,3453.40,5.56,474912.83,97.02,4.38,100.2825,99.15,-0.3389,0.1483
2017-04-13,153053.40,102.76,3467.26,5.56,474587.80,97.04,4.36,98.882,100.20,0.3944,0.6172
2017-04-20,152990.63,102.66,3481.12,5.56,474262.77,97.06,4.34,99.7802,101.25,0.4407,0.6432
2017-04-27,152927.87,102.57,3494.98,5.56,473937.73,97.09,4.31,100.8137,102.31,0.4465,0.6464
2017-05-04,152926.65,102.53,3503.00,5.56,473912.94,96.90,4.30,100.408,102.81,0.7170,0.7775
2017-05-11,153007.48,102.56,3503.22,5.56,474288.45,96.42,4.30,100.3791,102.57,0.6540,0.7500
2017-05-18,153088.32,102.59,3503.45,5.56,474663.97,95.95,4.30,98.7275,102.33,1.0760,0.9041
2017-05-25,153169.16,102.63,3503.67,5.56,475039.48,95.47,4.30,100.4274,102.09,0.4963,0.6731
2017-06-01,153250.00,102.66,3503.90,5.56,475415.00,95.00,4.30,101.0262,101.85,0.2457,0.5280
2017-06-08,153310.90,102.61,3510.13,5.55,475799.77,94.63,4.30,100.9682,101.87,0.2688,0.5424
2017-06-15,153371.80,102.55,3516.36,5.54,476184.53,94.25,4.30,102.2141,101.89,-0.0978,0.3013
2017-06-22,153432.70,102.49,3522.59,5.53,476569.30,93.88,4.30,101.4415,101.91,0.1389,0.4592
2017-06-29,153493.60,102.44,3528.82,5.52,476954.07,93.51,4.30,101.8109,101.93,0.0343,0.3896
2017-07-06,153504.55,102.39,3535.94,5.51,477084.32,93.95,4.32,101.6167,102.28,0.1994,0.4986
2017-07-13,153495.52,102.34,3543.41,5.51,477112.77,94.72,4.34,102.4131,102.78,0.1091,0.4395
2017-07-20,153486.48,102.29,3550.89,5.51,477141.23,95.48,4.36,102.9569,103.27,0.0942,0.4297
2017-07-27,153477.45,102.24,3558.36,5.51,477169.68,96.25,4.38,103.2774,103.77,0.1461,0.4639
2017-08-03,153526.03,102.19,3563.72,5.51,477768.52,96.69,4.39,103.3843,104.08,0.2088,0.5046
2017-08-10,153718.65,102.15,3563.79,5.51,479793.32,96.31,4.34,101.9955,103.96,0.5861,0.7183
2017-08-17,153911.26,102.11,3563.85,5.51,481818.13,95.92,4.30,101.2088,103.83,0.7835,0.8048
2017-08-24,154103.87,102.07,3563.92,5.51,483842.94,95.54,4.25,101.3836,103.70,0.6936,0.7675
2017-08-31,154296.48,102.03,3563.99,5.51,485867.74,95.15,4.21,102.0731,103.58,0.4498,0.6482
2017-09-07,154228.40,102.30,3569.52,5.51,486698.80,96.22,4.18,101.5293,104.54,0.8992,0.8478
2017-09-14,154116.87,102.61,3575.96,5.51,487330.90,97.53,4.16,103.6659,105.68,0.6017,0.7257
2017-09-21,154005.33,102.93,3582.40,5.51,487963.00,98.83,4.13,104.5303,106.82,0.6844,0.7635
2017-09-28,153893.80,103.24,3588.84,5.51,488595.10,100.14,4.11,105.2177,107.96,0.8200,0.8189
2017-10-05,153855.16,103.42,3593.52,5.51,489352.06,100.42,4.10,106.9473,108.58,0.4876,0.6685
2017-10-12,153871.19,103.49,3596.89,5.51,490202.68,99.92,4.10,106.3121,108.80,0.7445,0.7890
2017-10-19,153887.23,103.57,3600.25,5.51,491053.29,99.42,4.10,106.8105,109.03,0.6626,0.7538
2017-10-26,153903.26,103.64,3603.62,5.51,491903.90,98.93,4.10,107.2013,109.25,0.6129,0.7310
2017-11-02,153920.47,103.71,3606.24,5.51,492633.33,98.41,4.10,107.0157,109.41,0.7142,0.7764
2017-11-09,153944.73,103.71,3604.42,5.51,492635.67,97.81,4.10,106.5369,109.13,0.7757,0.8017
2017-11-16,153969.00,103.71,3602.60,5.51,492638.00,97.20,4.10,106.6639,108.86,0.6562,0.7510
2017-11-23,153993.27,103.71,3600.78,5.51,492640.33,96.59,4.10,107.0645,108.59,0.4549,0.6510
2017-11-30,154017.53,103.71,3598.96,5.51,492642.67,95.99,4.10,110.2304,108.31,-0.5729,0.0215
2017-12-07,154100.16,103.61,3608.09,5.51,492525.13,95.86,4.10,110.1327,108.53,-0.4781,0.0699
2017-12-14,154192.52,103.48,3619.04,5.51,492387.61,95.82,4.10,110.5724,108.83,-0.5194,0.0483
2017-12-21,154284.87,103.36,3629.99,5.51,492250.10,95.77,4.10,112.9337,109.14,-1.1350,-0.1874
2017-12-28,154377.23,103.23,3640.94,5.50,492112.58,95.73,4.10,113.1807,109.44,-1.1188,-0.1829
2018-01-04,154505.97,103.30,3644.03,5.50,492082.00,96.09,4.10,114.5143,109.27,-1.5679,-0.2827
2018-01-11,154683.23,103.63,3636.62,5.50,492194.00,96.99,4.10,116.2036,108.47,-2.3109,-0.3793
2018-01-18,154860.48,103.95,3629.21,5.50,492306.00,97.89,4.10,116.8951,107.67,-2.7557,-0.4154
2018-01-25,155037.74,104.28,3621.81,5.50,492418.00,98.80,4.10,118.5943,106.88,-3.5017,-0.4572
2018-02-01,155215.00,104.60,3614.40,5.50,492530.00,99.70,4.10,117.5274,106.08,-3.4210,-0.4534
2018-02-08,155205.75,104.57,3627.00,5.50,493416.75,100.13,4.10,107.4313,107.07,-0.1094,0.2936
2018-02-15,155196.50,104.53,3639.60,5.50,494303.50,100.55,4.10,112.667,108.05,-1.3799,-0.2463
2018-02-22,155187.25,104.49,3652.20,5.50,495190.25,100.98,4.10,110.958,109.03,-0.5749,0.0205
2018-03-01,155178.00,104.46,3664.80,5.50,496077.00,101.40,4.10,109.5947,110.02,0.1268,0.4512
2018-03-08,155178.68,104.58,3663.92,5.52,496460.65,100.81,4.05,111.6297,110.41,-0.3633,0.1340
2018-03-15,155179.35,104.71,3663.04,5.54,496844.29,100.23,4.01,111.5804,110.81,-0.2305,0.2149
2018-03-22,155180.03,104.83,3662.16,5.55,497227.94,99.64,3.96,108.0893,111.20,0.9309,0.8587
2018-03-29,155180.71,104.96,3661.28,5.57,497611.58,99.05,3.92,108.6357,111.60,0.8857,0.8430
2018-04-05,155220.07,104.87,3659.97,5.58,498651.20,98.69,3.89,109.7187,111.76,0.6108,0.7300
2018-04-12,155288.43,104.61,3658.33,5.58,500182.80,98.51,3.86,109.7386,111.75,0.6017,0.7258
2018-04-19,155356.80,104.36,3656.70,5.58,501714.40,98.32,3.84,110.5831,111.74,0.3462,0.5893
2018-04-26,155425.17,104.11,3655.07,5.58,503246.00,98.13,3.82,110.0565,111.73,0.5005,0.6752
2018-05-03,155480.58,103.98,3654.15,5.58,504497.87,98.01,3.81,107.3342,111.70,1.3045,0.9630
2018-05-10,155503.61,104.18,3655.03,5.58,505050.42,98.06,3.86,110.6328,111.61,0.2927,0.5571
2018-05-17,155526.65,104.37,3655.91,5.58,505602.97,98.10,3.90,111.3183,111.53,0.0618,0.4081
2018-05-24,155549.68,104.57,3656.79,5.58,506155.52,98.15,3.95,110.8414,111.44,0.1784,0.4850
2018-05-31,155572.71,104.77,3657.67,5.58,506708.06,98.19,3.99,109.4505,111.35,0.5681,0.7095
2018-06-07,155653.80,104.79,3657.80,5.58,506787.00,98.20,3.98,111.8449,111.18,-0.1977,0.2359
2018-06-14,155744.57,104.79,3657.80,5.58,506787.00,98.20,3.96,111.7754,111.00,-0.2312,0.2145
2018-06-21,155835.33,104.79,3657.80,5.58,506787.00,98.20,3.93,110.4241,110.82,0.1184,0.4457
2018-06-28,155926.10,104.79,3657.80,5.58,506787.00,98.20,3.91,110.08,110.64,0.1670,0.4776
2018-07-05,155965.00,104.79,3657.80,5.58,506787.00,98.20,3.90,110.7,110.56,-0.0415,0.3388
2018-07-12,155965.00,104.79,3657.80,5.58,506787.00,98.20,3.90,112.29,110.56,-0.5167,0.0496
2018-07-19,155965.00,104.79,3657.80,5.58,506787.00,98.20,3.90,112.64,110.56,-0.6213,-0.0017
2018-07-26,155965.00,104.79,3657.80,5.58,506787.00,98.20,3.90,114.17,110.56,-1.0786,-0.1715
2018-08-02,155965.00,104.79,3657.80,5.58,506787.00,98.20,3.90,113.97,110.56,-1.0188,-0.1537
